"MAX_PLAN_DT","PLAN_CTRL_CD","PLAN_CTRL_NUM"
10/25/1996,"S","4179"
9/16/1996,"N","5527"
9/19/1996,"N","5530"
9/20/1996,"S","4149"
9/19/1996,"S","4160"
10/7/1996,"S","4164"
10/8/1996,"S","4167"
8/23/1996,"R","3103"
8/28/1996,"S","4118"
8/30/1996,"R","3105"
9/3/1996,"S","4122"
9/3/1996,"S","4124"
9/6/1996,"S","4132"
9/9/1996,"N","5515"
9/11/1996,"N","5516"
9/11/1996,"N","5521"
9/12/1996,"N","5522"
9/12/1996,"N","5523"
9/16/1996,"S","4138"
7/31/1996,"S","4091"
7/31/1996,"R","3097"
8/6/1996,"S","4095"
8/6/1996,"S","4096"
8/6/1996,"N","5481"
8/6/1996,"S","4097"
8/9/1996,"R","3099"
8/12/1996,"S","4102"
8/14/1996,"N","5490"
6/28/1996,"S","4056"
7/5/1996,"S","4064"
7/5/1996,"N","5460"
7/9/1996,"S","4070"
7/10/1996,"S","4072"
7/12/1996,"S","4073"
7/22/1996,"S","4079"
7/25/1996,"N","5471"
7/30/1996,"N","5474"
6/7/1996,"N","5439"
6/12/1996,"S","4038"
6/13/1996,"S","4040"
6/14/1996,"S","4042"
6/19/1996,"N","5448"
6/25/1996,"S","4050"
5/6/1996,"S","3994"
5/7/1996,"S","3995"
5/7/1996,"N","5417"
5/8/1996,"N","5418"
5/9/1996,"S","3999"
5/16/1996,"S","4011"
5/22/1996,"S","4017"
5/24/1996,"S","4020"
5/28/1996,"S","4022"
6/3/1996,"S","4025"
4/10/1996,"N","5391"
4/15/1996,"S","3978"
4/15/1996,"N","5399"
4/23/1996,"S","3984"
4/26/1996,"N","5406"
5/1/1996,"S","3986"
5/3/1996,"S","3992"
3/15/1996,"R","3072"
3/15/1996,"R","3073"
3/15/1996,"S","3942"
3/15/1996,"N","5370"
3/18/1996,"S","3945"
3/18/1996,"S","3947"
3/20/1996,"S","3949"
3/22/1996,"S","3953"
4/3/1996,"S","3968"
4/4/1996,"S","3970"
4/4/1996,"N","5386"
2/26/1996,"N","5343"
2/26/1996,"N","5346"
2/28/1996,"S","3923"
3/4/1996,"N","5358"
3/11/1996,"N","5362"
3/12/1996,"N","5366"
2/13/1996,"N","5334"
2/16/1996,"R","3063"
2/22/1996,"S","3916"
1/19/1996,"N","5297"
1/24/1996,"N","5304"
1/24/1996,"S","3876"
1/24/1996,"S","3879"
1/26/1996,"N","5312"
1/29/1996,"S","3883"
2/1/1996,"S","3888"
12/15/1995,"N","5267"
1/8/1996,"N","5269"
1/10/1996,"N","5282"
1/10/1996,"S","3856"
1/10/1996,"N","5286"
1/11/1996,"S","3858"
1/10/1996,"N","5289"
1/12/1996,"N","5290"
11/2/1995,"S","3815"
11/6/1995,"S","3816"
11/8/1995,"S","3821"
11/8/1995,"N","5240"
11/13/1995,"N","5246"
11/30/1995,"S","3834"
12/6/1995,"N","5257"
10/10/1995,"N","5211"
10/11/1995,"S","3793"
10/13/1995,"S","3797"
10/18/1995,"S","3801"
10/19/1995,"S","3803"
10/19/1995,"N","5221"
10/24/1995,"N","5224"
10/30/1995,"N","5234"
9/12/1995,"N","5185"
9/13/1995,"R","3047"
9/14/1995,"N","5188"
9/19/1995,"N","5194"
9/22/1995,"S","3780"
9/27/1995,"S","3781"
10/2/1995,"N","5206"
10/3/1995,"S","3784"
8/8/1995,"R","3041"
5/17/1999,"N","6511"
5/4/1999,"N","6500"
4/20/1999,"S","4972"
5/7/1999,"N","6502"
4/30/1999,"R","3304"
3/16/1999,"N","6452"
4/8/1999,"N","6479"
4/27/1999,"S","4992"
3/31/1999,"N","6468"
4/23/1999,"S","4991"
4/14/1994,"N","4749"
2/26/1999,"N","6418"
4/7/1999,"S","4932"
1/28/1999,"N","6378"
4/12/1999,"S","4983"
4/6/1999,"R","3292"
3/4/1999,"N","6442"
3/31/1999,"N","6448"
3/15/1999,"S","4967"
2/3/1999,"S","4948"
3/18/1999,"S","4973"
12/14/1998,"S","4913"
2/23/1999,"N","5695"
3/9/1999,"N","5260"
2/11/1999,"S","4953"
6/16/1998,"S","4758"
4/24/1998,"S","4749"
9/21/1998,"S","4858"
10/29/1998,"S","4886"
12/3/1998,"N","6363"
1/21/1999,"S","4938"
10/29/1998,"S","4885"
11/21/1990,"R","2647"
9/15/1988,"N","3135"
8/16/1984,"N","1792"
2/26/1988,"N","2931"
7/24/1985,"N","2230"
6/29/1988,"N","3069"
10/1/1987,"N","2818"
7/12/1988,"S","2155"
7/13/1987,"S","1985"
11/18/1986,"R","1713"
11/6/1984,"N","1894"
1/2/1990,"N","3565"
12/14/1998,"N","6375"
12/22/1998,"R","3268"
12/23/1998,"R","3269"
1/6/1999,"N","6392"
2/13/1989,"S","2228"
2/17/1989,"R","2315"
11/5/1998,"N","6348"
11/13/1998,"S","4896"
11/9/1998,"R","3251"
11/13/1998,"R","3256"
11/16/1998,"R","3258"
12/2/1998,"R","3262"
12/3/1998,"S","4907"
12/4/1998,"N","6364"
9/17/1998,"N","6306"
9/18/1998,"S","4856"
10/6/1998,"S","4872"
10/22/1998,"S","4881"
8/18/1998,"S","4835"
8/19/1998,"R","3230"
8/19/1998,"S","4837"
8/20/1998,"N","6279"
8/24/1998,"N","6284"
8/26/1998,"N","6287"
8/31/1998,"S","4843"
9/1/1998,"N","6288"
9/4/1998,"N","6293"
9/8/1998,"S","4847"
9/14/1998,"R","3238"
7/15/1998,"N","6246"
7/21/1998,"S","4816"
7/24/1998,"N","6257"
7/27/1998,"S","4821"
7/27/1998,"S","4822"
7/29/1998,"R","3225"
8/3/1998,"N","6263"
8/17/1998,"R","3228"
8/17/1998,"S","4833"
6/18/1998,"N","6222"
7/1/1998,"N","6231"
7/1/1998,"S","4797"
7/8/1998,"N","6239"
7/10/1998,"S","4807"
7/13/1998,"S","4810"
6/9/1998,"S","4778"
6/17/1998,"N","6220"
4/17/1998,"N","6159"
4/24/1998,"R","3200"
4/30/1998,"R","3202"
4/30/1998,"N","6169"
5/5/1998,"S","4755"
5/11/1998,"N","6178"
5/15/1998,"R","3208"
3/24/1998,"S","4722"
3/24/1998,"N","6136"
3/24/1998,"N","6137"
3/26/1998,"N","6140"
4/7/1998,"N","6148"
4/8/1998,"N","6149"
2/25/1998,"N","6102"
2/26/1998,"N","6106"
3/5/1998,"N","6111"
10/31/2001,"N","6118"
3/10/1998,"N","6122"
2/4/1998,"S","4680"
2/19/1998,"N","6092"
1/8/1998,"N","6036"
1/8/1998,"N","6038"
1/9/1998,"N","6039"
1/9/1998,"S","4660"
1/9/1998,"S","4661"
1/12/1998,"N","6040"
1/16/1998,"N","6047"
1/27/1998,"N","6071"
12/9/1997,"N","6012"
12/16/1997,"S","4645"
12/17/1997,"N","6021"
12/15/1997,"N","6025"
12/29/1997,"N","6029"
12/29/1997,"N","6031"
11/17/1997,"S","4623"
11/18/1997,"S","4624"
12/1/1997,"N","6003"
10/20/1997,"N","5953"
10/22/1997,"N","5956"
10/28/1997,"N","5964"
10/28/1997,"R","3171"
10/30/1997,"N","5967"
9/19/1997,"N","5928"
9/23/1997,"S","4561"
10/15/1997,"N","5951"
8/25/1997,"N","5897"
8/26/1997,"N","5901"
9/9/1997,"N","5917"
9/10/1997,"R","3165"
9/12/1997,"S","4551"
9/12/1997,"N","5921"
9/15/1997,"S","4553"
9/17/1997,"N","5925"
8/5/1997,"S","4520"
8/11/1997,"N","5881"
8/12/1997,"S","4526"
8/13/1997,"N","5883"
8/14/1997,"N","5885"
8/14/1997,"N","5887"
8/18/1997,"S","4528"
7/17/1997,"N","5849"
7/28/1997,"S","4511"
7/30/1997,"S","4514"
6/18/1997,"S","4467"
6/19/1997,"N","5824"
6/26/1997,"R","3155"
6/27/1997,"S","4481"
6/30/1997,"S","4485"
5/15/1997,"N","5800"
5/15/1997,"S","4429"
5/15/1997,"R","3148"
6/9/1997,"N","5817"
4/24/1997,"N","5776"
4/25/1997,"S","4402"
5/7/1997,"N","5787"
5/8/1997,"S","4411"
5/12/1997,"S","4419"
11/18/1991,"N","4201"
11/25/1991,"R","2770"
11/27/1991,"R","2771"
12/9/1991,"S","2722"
12/17/1991,"S","2727"
12/20/1991,"S","2729"
12/23/1991,"S","2730"
9/26/1991,"N","4162"
10/1/1991,"N","4169"
10/15/1991,"N","4172"
10/16/1991,"N","4174"
10/18/1991,"R","2764"
10/22/1991,"S","2706"
10/22/1991,"N","4176"
10/23/1991,"R","2766"
10/24/1991,"S","2707"
11/4/1991,"N","4186"
8/13/1991,"R","2751"
8/19/1991,"S","2685"
9/9/1991,"R","2755"
9/9/1991,"S","2693"
9/10/1991,"N","4149"
9/13/1991,"N","4151"
9/13/1991,"N","4152"
6/19/1991,"N","4100"
6/26/1991,"S","2668"
6/28/1991,"N","4107"
7/11/1991,"N","4112"
7/11/1991,"N","4113"
7/15/1991,"S","2672"
7/17/1991,"N","4118"
7/30/1991,"N","4124"
8/2/1991,"S","2679"
5/10/1991,"S","2646"
5/20/1991,"S","2653"
5/24/1991,"R","2731"
5/31/1991,"N","4090"
4/12/1991,"S","2636"
4/15/1991,"R","2702"
4/17/1991,"R","2703"
4/18/1991,"N","4055"
4/19/1991,"S","2638"
4/22/1991,"S","2640"
4/29/1991,"R","2710"
5/1/1991,"R","2714"
5/8/1991,"N","4071"
3/12/1991,"S","2622"
3/26/1991,"S","2629"
4/9/1991,"N","4042"
4/9/1991,"N","4043"
2/8/1991,"N","4001"
2/13/1991,"R","2680"
2/21/1991,"N","4010"
2/22/1991,"S","2610"
2/28/1991,"N","4012"
1/3/1991,"R","2654"
1/11/1991,"R","2660"
1/11/1991,"R","2661"
1/17/1991,"N","3978"
1/29/1991,"R","2670"
11/30/1990,"N","3931"
11/30/1990,"N","3934"
12/3/1990,"N","3936"
12/4/1990,"R","2648"
12/11/1990,"N","3946"
12/17/1990,"R","2653"
12/28/1990,"S","2583"
11/2/1990,"N","3902"
11/8/1990,"N","3909"
11/9/1990,"S","2559"
11/13/1990,"N","3911"
11/15/1990,"N","3917"
11/19/1990,"N","3919"
10/1/1990,"N","3866"
10/2/1990,"N","3870"
10/9/1990,"N","3873"
10/10/1990,"R","2623"
10/18/1990,"R","2630"
10/22/1990,"R","2632"
8/30/1990,"R","2601"
9/5/1990,"N","3833"
9/5/1990,"S","2531"
9/10/1990,"S","2533"
9/17/1990,"N","3849"
9/19/1990,"N","3851"
9/19/1990,"R","2609"
9/21/1990,"N","3854"
8/2/1990,"R","2596"
8/3/1990,"N","3802"
8/7/1990,"N","3807"
8/22/1990,"S","2522"
8/27/1990,"N","3824"
7/3/1990,"N","3762"
7/16/1990,"N","3774"
7/17/1990,"S","2500"
7/19/1990,"S","2502"
7/20/1990,"S","2504"
7/20/1990,"S","2505"
7/23/1990,"N","3782"
7/24/1990,"S","2508"
7/25/1990,"N","3785"
7/30/1990,"S","2511"
7/31/1990,"R","2593"
6/11/1990,"N","3727"
6/11/1990,"R","2579"
6/14/1990,"R","2580"
6/14/1990,"N","3730"
6/21/1990,"N","3741"
6/27/1990,"N","3747"
7/3/1990,"S","2495"
5/10/1990,"S","2469"
5/11/1990,"N","3693"
5/15/1990,"R","2568"
5/17/1990,"N","3699"
5/18/1990,"R","2570"
5/22/1990,"N","3703"
5/23/1990,"R","2571"
5/23/1990,"N","3705"
5/24/1990,"N","3706"
5/25/1990,"N","3708"
6/5/1990,"N","3720"
6/6/1990,"R","2576"
6/8/1990,"N","3724"
6/11/1990,"R","2577"
4/23/1990,"R","2561"
4/25/1990,"R","2563"
4/26/1990,"N","3683"
4/30/1990,"N","3685"
5/3/1990,"R","2564"
5/4/1990,"R","2565"
5/9/1990,"S","2467"
3/19/1990,"N","3644"
3/23/1990,"S","2427"
3/26/1990,"R","2546"
3/28/1990,"N","3655"
3/30/1990,"R","2547"
3/30/1990,"N","3659"
4/3/1990,"R","2551"
4/3/1990,"N","3661"
4/4/1990,"N","3662"
2/20/1990,"N","3621"
2/20/1990,"R","2521"
2/22/1990,"R","2523"
2/28/1990,"S","2415"
2/28/1990,"R","2528"
3/5/1990,"N","3632"
3/12/1990,"S","2419"
3/14/1990,"N","3640"
3/14/1990,"N","3641"
1/29/1990,"R","2512"
1/29/1990,"N","3597"
2/1/1990,"R","2515"
2/14/1990,"N","3613"
1/5/1981,"R","251"
11/28/1980,"R","230"
6/29/1982,"S","599"
12/10/1984,"S","1525"
6/28/1985,"N","2203"
12/17/1984,"N","1952"
1/2/1990,"N","3567"
1/5/1990,"R","2502"
1/9/1990,"R","2503"
1/9/1990,"R","2505"
1/11/1990,"S","2392"
1/11/1990,"N","3576"
1/16/1990,"S","2394"
1/31/1986,"N","2392"
4/29/1988,"N","3003"
9/22/1987,"N","2802"
6/17/1988,"N","3059"
8/20/1987,"R","1891"
11/16/1987,"S","2045"
3/10/1987,"R","1766"
11/17/1987,"S","2046"
7/28/1983,"N","1255"
7/26/1985,"S","1681"
3/25/1988,"S","2098"
11/20/1980,"S","560"
7/27/1982,"R","627"
6/27/1985,"R","1430"
6/14/1988,"N","3051"
7/25/1988,"N","3088"
3/9/1987,"R","1764"
8/7/1987,"S","1999"
12/28/1981,"R","483"
12/1/1982,"S","976"
3/31/1980,"S","401"
3/11/1985,"R","1578"
9/2/1988,"R","2213"
3/20/1987,"R","1769"
7/21/1981,"R","381"
7/1/1985,"N","2206"
2/3/1986,"N","2398"
11/24/1986,"S","1901"
1/13/1986,"R","1563"
4/10/1986,"R","1606"
1/17/1986,"R","1569"
4/21/1986,"R","1607"
7/31/1981,"N","779"
7/21/1983,"S","1170"
1/16/1981,"N","650"
8/17/1984,"R","1178"
6/16/1988,"S","2148"
5/9/1988,"R","2128"
11/3/1983,"N","1400"
3/3/1988,"R","2073"
8/29/1986,"N","2558"
5/20/1981,"S","651"
3/10/1981,"S","610"
2/29/1988,"N","2932"
3/21/1988,"N","2959"
5/10/1988,"N","3010"
7/7/1988,"N","3077"
9/24/1987,"S","2022"
11/30/1981,"S","756"
9/8/1986,"S","1886"
3/29/1984,"R","1052"
8/11/1982,"S","929"
9/3/1987,"N","2782"
7/7/1986,"S","1854"
2/19/1981,"N","688"
1/10/1984,"S","1277"
12/21/1987,"S","2067"
4/9/1984,"S","1348"
7/27/1984,"N","1765"
7/10/1981,"R","374"
11/17/1982,"R","717"
8/10/1987,"S","2002"
8/11/1988,"R","2200"
3/26/1985,"R","1380"
4/24/1986,"N","2459"
2/6/1985,"N","2012"
5/1/1985,"N","2129"
6/17/1988,"N","3060"
6/21/1988,"S","2149"
3/3/1988,"R","2071"
8/3/1988,"R","2193"
11/19/1985,"N","2352"
8/17/1987,"N","2763"
3/8/1984,"S","1327"
8/16/1988,"R","2203"
4/16/1984,"R","1060"
5/4/1983,"R","831"
9/27/1984,"N","1840"
3/11/1986,"R","1589"
3/10/1988,"S","2090"
8/14/1985,"N","2254"
5/21/1982,"N","955"
1/15/1987,"R","1739"
5/13/1987,"R","1814"
5/13/1987,"R","1813"
5/1/1988,"N","3016"
11/3/1982,"N","1104"
12/24/1987,"S","2068"
6/16/1982,"R","583"
4/8/1988,"R","2096"
7/30/1987,"N","2753"
12/20/1983,"N","1467"
12/31/1984,"R","1309"
12/27/1982,"S","1022"
8/11/1981,"S","696"
10/12/1984,"S","1486"
5/12/1985,"S","1620"
7/14/1983,"N","1243"
12/30/1983,"S","1264"
2/12/1988,"S","2080"
8/10/1987,"S","2000"
11/26/1985,"R","1531"
6/18/1985,"R","1427"
10/21/1988,"R","2233"
9/28/1988,"S","2182"
9/6/1988,"S","2215"
11/28/1988,"R","2258"
10/24/1988,"S","2198"
9/22/1988,"S","2176"
9/27/1988,"R","2222"
9/11/1986,"N","2565"
10/25/1988,"R","2235"
11/3/1987,"N","2844"
5/31/1988,"R","2148"
12/20/1988,"R","2268"
12/19/1988,"S","2214"
4/16/1987,"S","1945"
9/1/1988,"N","3118"
10/12/1988,"N","3148"
11/10/1988,"R","2248"
11/14/1988,"R","2250"
10/5/1988,"N","3143"
7/12/1988,"R","2171"
1/12/1989,"R","2279"
1/27/1989,"S","2222"
11/16/1983,"N","1419"
10/5/1983,"N","1365"
12/2/1988,"N","3178"
11/9/1987,"R","1980"
9/12/1988,"N","3124"
5/22/1984,"N","1682"
2/24/1989,"R","2320"
2/5/1989,"S","2231"
3/29/1989,"R","2351"
1/19/1989,"N","3209"
1/19/1989,"N","3213"
10/31/1988,"R","2238"
4/24/1985,"N","2118"
2/27/1989,"S","2239"
1/17/1989,"N","3204"
9/22/1988,"N","3142"
3/6/1989,"R","2330"
6/16/1988,"N","3058"
1/19/1989,"N","3210"
3/9/1989,"R","2333"
10/24/1988,"S","2197"
9/24/1984,"N","1830"
3/15/1989,"N","3256"
3/14/1989,"R","2339"
3/16/1989,"R","2341"
3/3/1989,"R","2326"
3/20/1989,"R","2343"
3/21/1989,"N","3265"
5/31/1985,"N","2158"
10/7/1987,"N","2824"
11/4/1988,"R","2243"
2/15/1989,"S","2233"
5/22/1987,"N","2705"
2/15/1989,"R","2312"
6/21/1984,"R","1125"
4/2/1987,"S","1940"
9/18/1987,"N","2801"
1/31/1986,"N","2397"
6/18/1984,"S","1394"
3/7/1989,"R","2331"
4/29/1987,"R","1797"
7/3/1985,"N","2208"
1/6/1989,"R","2280"
12/8/1989,"R","2492"
12/11/1989,"S","2377"
12/15/1989,"R","2497"
12/15/1989,"R","2498"
12/22/1989,"N","3553"
12/22/1989,"N","3555"
12/22/1989,"S","2383"
12/27/1989,"N","3558"
12/27/1989,"S","2385"
11/14/1989,"N","3511"
11/15/1989,"R","2478"
11/17/1989,"R","2483"
11/20/1989,"N","3520"
11/27/1989,"R","2485"
11/30/1989,"R","2489"
10/12/1989,"N","3464"
10/13/1989,"N","3465"
10/18/1989,"S","2354"
10/20/1989,"N","3475"
11/2/1989,"N","3495"
11/7/1989,"S","2360"
11/8/1989,"N","3504"
9/25/1989,"S","2339"
9/29/1989,"R","2465"
9/29/1989,"S","2345"
10/10/1989,"S","2350"
10/11/1989,"N","3462"
8/30/1989,"S","2327"
8/30/1989,"R","2450"
9/1/1989,"R","2452"
11/14/1988,"N","3163"
11/15/1988,"N","3165"
11/23/1988,"N","3173"
9/6/1989,"R","2455"
9/8/1989,"R","2456"
8/16/1989,"N","3396"
8/18/1989,"N","3401"
8/18/1989,"N","3402"
6/19/1989,"R","2404"
8/21/1989,"S","2319"
8/23/1989,"N","3408"
6/5/1989,"R","2396"
5/22/1989,"S","2276"
6/16/1989,"S","2287"
6/22/1989,"S","2288"
4/25/1989,"R","2370"
5/9/1989,"R","2381"
5/15/1989,"N","3307"
5/19/1989,"N","3311"
5/30/1989,"N","3318"
8/10/1989,"R","2435"
8/10/1989,"N","3388"
4/7/1989,"S","2254"
6/22/1989,"N","3346"
6/26/1989,"S","2290"
6/6/1989,"N","3324"
4/13/1989,"N","3275"
8/7/1989,"R","2434"
8/7/1989,"N","3384"
3/21/1989,"N","3266"
4/20/1989,"N","3285"
7/11/1989,"S","2300"
7/18/1989,"R","2427"
5/16/1988,"N","3022"
7/21/1989,"N","3366"
6/12/1989,"N","3330"
7/31/1989,"N","3376"
6/6/1989,"R","2398"
4/9/1997,"R","3140"
4/15/1997,"N","5765"
6/30/1989,"N","3355"
7/12/1989,"N","3360"
7/13/1989,"N","3361"
7/13/1989,"N","3362"
3/24/1997,"S","4357"
3/25/1997,"N","5737"
3/26/1997,"S","4363"
3/28/1997,"N","5741"
4/2/1997,"N","5745"
4/7/1997,"S","4374"
3/5/1997,"N","5712"
3/5/1997,"S","4331"
3/5/1997,"N","5713"
3/5/1997,"S","4333"
3/6/1997,"S","4337"
3/10/1997,"N","5721"
3/10/1997,"N","5722"
3/11/1997,"S","4343"
3/11/1997,"N","5723"
3/12/1997,"N","5725"
3/12/1997,"N","5726"
3/13/1997,"S","4346"
3/13/1997,"S","4347"
2/6/1997,"N","5686"
2/13/1997,"N","5694"
2/18/1997,"S","4312"
2/20/1997,"S","4315"
2/25/1997,"S","4316"
2/25/1997,"S","4321"
2/27/1997,"N","5707"
1/16/1997,"R","3125"
1/21/1997,"N","5661"
1/22/1997,"N","5665"
1/23/1997,"S","4271"
1/24/1997,"R","3128"
1/24/1997,"N","5669"
1/30/1997,"S","4286"
2/3/1997,"N","5679"
12/24/1996,"N","5633"
12/26/1996,"S","4246"
12/30/1996,"S","4254"
1/6/1997,"R","3124"
1/8/1997,"N","5651"
1/13/1997,"N","5653"
1/13/1997,"N","5656"
11/29/1996,"S","4220"
12/3/1996,"S","4226"
12/3/1996,"S","4228"
12/4/1996,"S","4229"
12/5/1996,"N","5615"
12/6/1996,"S","4231"
12/12/1996,"S","4235"
11/4/1996,"N","5580"
11/6/1996,"N","5582"
11/8/1996,"S","4199"
11/8/1996,"S","4202"
11/12/1996,"N","5587"
11/14/1996,"N","5591"
11/14/1996,"N","5592"
11/14/1996,"N","5593"
11/18/1996,"N","5597"
11/18/1996,"N","5598"
11/20/1996,"N","5603"
10/15/1996,"N","5560"
10/11/1996,"N","5554"
10/18/1996,"N","5557"
10/30/1996,"S","4185"
11/4/1996,"S","4190"
9/19/1996,"S","4148"
9/22/1996,"S","4150"
9/30/1996,"N","5541"
8/30/1996,"N","5504"
9/3/1996,"S","4123"
9/3/1996,"N","5507"
9/3/1996,"N","5509"
9/4/1996,"S","4128"
9/4/1996,"S","4130"
9/11/1996,"N","5519"
9/11/1996,"S","4136"
7/31/1996,"S","4092"
8/2/1996,"N","5479"
8/1/1996,"S","4093"
8/6/1996,"S","4094"
8/6/1996,"N","5482"
8/14/1996,"N","5489"
8/21/1996,"N","5495"
8/22/1996,"S","4114"
8/22/1996,"R","3101"
6/27/1996,"R","3095"
7/9/1996,"S","4068"
7/9/1996,"S","4069"
7/19/1996,"S","4077"
7/30/1996,"S","4089"
6/10/1996,"N","5440"
6/10/1996,"S","4035"
6/10/1996,"N","5441"
6/11/1996,"N","5442"
6/12/1996,"S","4039"
6/13/1996,"S","4041"
6/14/1996,"N","5443"
6/14/1996,"R","3091"
6/17/1996,"S","4043"
5/6/1996,"N","5414"
5/13/1996,"N","5421"
5/15/1996,"N","5424"
5/15/1996,"S","4009"
5/16/1996,"N","5425"
5/20/1996,"S","4012"
5/24/1996,"S","4021"
4/9/1996,"S","3973"
4/10/1996,"S","3977"
4/12/1996,"R","3077"
4/12/1996,"R","3078"
4/15/1996,"N","5398"
4/22/1996,"N","5401"
4/30/1996,"N","5410"
3/15/1996,"S","3941"
3/18/1996,"S","3943"
3/25/1996,"S","3954"
3/25/1996,"S","3957"
3/28/1996,"N","5377"
3/29/1996,"N","5380"
4/1/1996,"N","5381"
4/1/1996,"N","5382"
4/3/1996,"N","5385"
4/4/1996,"R","3075"
3/1/1996,"S","3924"
3/1/1996,"N","5354"
3/5/1996,"N","5359"
3/6/1996,"R","3069"
3/7/1996,"S","3929"
3/8/1996,"N","5361"
3/11/1996,"N","5363"
3/11/1996,"N","5365"
3/13/1996,"S","3936"
2/5/1996,"N","5325"
2/8/1996,"S","3895"
2/13/1996,"S","3899"
2/14/1996,"S","3903"
2/15/1996,"N","5335"
2/16/1996,"N","5339"
2/22/1996,"S","3917"
1/22/1996,"R","3064"
2/23/1996,"N","5342"
2/26/1996,"R","3066"
1/17/1996,"N","5294"
1/18/1996,"S","3868"
1/19/1996,"N","5298"
1/26/1996,"R","3060"
1/30/1996,"N","5316"
12/13/1995,"N","5263"
12/15/1995,"N","5265"
12/15/1995,"S","3843"
1/8/1996,"N","5271"
1/8/1996,"S","3848"
1/8/1996,"S","3849"
1/9/1996,"S","3851"
1/9/1996,"N","5277"
1/9/1996,"N","5278"
1/10/1996,"S","3855"
1/11/1996,"S","3860"
1/12/1996,"S","3861"
11/6/1995,"S","3817"
11/8/1995,"N","5241"
11/9/1995,"S","3823"
11/20/1995,"N","5247"
11/21/1995,"S","3832"
11/22/1995,"S","3833"
12/11/1995,"S","3838"
12/12/1995,"S","3839"
10/10/1995,"S","3790"
10/11/1995,"S","3792"
10/12/1995,"N","5217"
10/19/1995,"N","5220"
10/20/1995,"N","5222"
10/24/1995,"N","5228"
9/5/1995,"N","5179"
9/14/1995,"S","3774"
9/15/1995,"S","3775"
9/18/1995,"N","5192"
9/29/1995,"S","3783"
10/4/1995,"S","3785"
8/9/1995,"N","5153"
8/14/1995,"N","5157"
8/15/1995,"S","3751"
8/17/1995,"N","5162"
8/22/1995,"R","3042"
8/23/1995,"S","3754"
8/28/1995,"R","3045"
8/22/1995,"N","5168"
9/1/1995,"N","5177"
7/12/1995,"S","3718"
7/27/1995,"S","3735"
7/31/1995,"R","3039"
8/1/1995,"S","3740"
8/2/1995,"N","5149"
6/8/1995,"R","3027"
6/15/1995,"S","3694"
6/16/1995,"S","3695"
6/28/1995,"S","3704"
6/28/1995,"N","5119"
6/29/1995,"N","5121"
6/29/1995,"N","5123"
6/30/1995,"N","5124"
5/12/1995,"N","5092"
5/18/1995,"N","5096"
5/19/1995,"N","5099"
5/22/1995,"S","3676"
5/22/1995,"S","3677"
5/25/1995,"R","3024"
5/25/1995,"N","5105"
6/8/1995,"S","3686"
6/9/1995,"N","5109"
4/13/1995,"S","3634"
4/13/1995,"N","5067"
4/17/1995,"S","3635"
4/20/1995,"S","3640"
4/20/1995,"S","3641"
4/24/1995,"N","5074"
4/28/1995,"N","5077"
5/2/1995,"S","3654"
5/4/1995,"R","3022"
5/8/1995,"N","5086"
3/15/1995,"S","3606"
3/15/1995,"S","3607"
3/17/1995,"N","5046"
4/4/1995,"S","3621"
4/5/1995,"S","3624"
2/17/1995,"S","3571"
2/21/1995,"R","3005"
2/27/1995,"R","3007"
2/27/1995,"R","3008"
3/1/1995,"N","5035"
3/1/1995,"S","3581"
3/2/1995,"N","5037"
3/6/1995,"N","5040"
3/7/1995,"N","5041"
3/10/1995,"S","3598"
2/6/1995,"S","3556"
2/7/1995,"N","5015"
2/9/1995,"S","3561"
12/23/1994,"S","3509"
12/23/1994,"N","4983"
12/23/1994,"S","3512"
12/28/1994,"S","3513"
1/3/1995,"N","4986"
1/3/1995,"S","3514"
1/10/1995,"N","4991"
1/10/1995,"S","3521"
1/11/1995,"N","4992"
1/13/1995,"S","3524"
1/13/1995,"S","3526"
1/25/1995,"S","3534"
1/24/1995,"N","5003"
11/25/1994,"N","4959"
12/1/1994,"S","3488"
12/6/1994,"S","3492"
12/8/1994,"N","4966"
12/9/1994,"N","4970"
12/14/1994,"S","3497"
12/19/1994,"S","3504"
12/20/1994,"N","4979"
12/22/1994,"N","4982"
11/8/1994,"S","3456"
11/10/1994,"R","2993"
11/14/1994,"S","3465"
11/16/1994,"N","4955"
11/17/1994,"R","2994"
11/21/1994,"S","3476"
9/28/1994,"S","3416"
10/7/1994,"S","3429"
10/11/1994,"S","3432"
10/12/1994,"S","3434"
10/14/1994,"N","4927"
10/17/1994,"S","3439"
10/21/1994,"N","4936"
9/6/1994,"S","3391"
9/8/1994,"N","4895"
9/20/1994,"N","4912"
9/27/1994,"S","3413"
8/19/1994,"N","4881"
8/5/1994,"S","3357"
8/5/1994,"S","3358"
8/17/1994,"S","3371"
8/19/1994,"S","3375"
8/31/1994,"S","3384"
9/1/1994,"S","3385"
9/1/1994,"S","3386"
7/25/1994,"N","4843"
7/28/1994,"S","3350"
7/29/1994,"S","3351"
8/5/1994,"N","4859"
8/5/1994,"N","4862"
8/11/1994,"N","4869"
6/24/1994,"S","3317"
6/29/1994,"S","3320"
6/29/1994,"S","3322"
6/29/1994,"S","3323"
6/30/1994,"R","2974"
7/1/1994,"S","3324"
7/11/1994,"N","4825"
7/12/1994,"S","3335"
7/13/1994,"S","3337"
6/1/1994,"N","4792"
6/2/1994,"S","3292"
6/2/1994,"R","2966"
6/14/1994,"R","2969"
6/14/1994,"S","3306"
