"MAX_PLAN_DT","PLAN_CTRL_CD","PLAN_CTRL_NUM"
3/1/2012,"R","5472"
3/15/2012,"R","5483"
3/28/2012,"N","9634"
4/17/2012,"R","5489"
3/23/2012,"R","5495"
4/27/2012,"R","5496"
3/16/2012,"R","5507"
10/16/2012,"S","7556"
7/23/2012,"N","9645"
6/1/2012,"R","5537"
4/19/2012,"R","5543"
6/18/2012,"R","5550"
5/3/2012,"R","5553"
5/4/2012,"R","5555"
5/21/2012,"R","5568"
6/11/2012,"R","5578"
7/10/2012,"S","7562"
10/12/2012,"S","7567"
8/6/2012,"R","5617"
8/23/2012,"R","5619"
8/2/2012,"R","5646"
10/29/2012,"S","7577"
7/30/2012,"R","5654"
11/29/2012,"R","5679"
9/20/2012,"R","5687"
9/27/2012,"R","5696"
10/2/2012,"R","5697"
11/14/2012,"S","7589"
10/3/2012,"R","5698"
1/29/2013,"S","7590"
10/29/2012,"R","5717"
10/29/2012,"R","5718"
11/5/2012,"R","5728"
1/22/2013,"S","7594"
11/14/2012,"R","5740"
11/15/2012,"R","5741"
2/5/2013,"R","5760"
1/16/2013,"R","5781"
1/9/2013,"R","5782"
1/21/2013,"R","5788"
1/16/2014,"R","5805"
3/28/2013,"R","5806"
1/30/2013,"R","5808"
4/2/2013,"N","9692"
2/14/2013,"N","9695"
2/11/2013,"R","5820"
1/30/2013,"R","5822"
4/15/2013,"S","7604"
9/5/2013,"N","9700"
3/28/2013,"R","5838"
3/8/2013,"R","5839"
5/20/2013,"S","7605"
4/9/2013,"R","5841"
6/3/2013,"N","9704"
11/14/2013,"N","9705"
4/2/2013,"R","5847"
4/17/2013,"R","5869"
10/23/2013,"S","7611"
9/11/2013,"S","7615"
9/12/2013,"R","5893"
6/6/2013,"R","5894"
10/17/2013,"N","9729"
6/28/2013,"R","5911"
6/7/2013,"R","5917"
8/28/2013,"R","5927"
7/19/2013,"R","5947"
9/5/2013,"N","9738"
1/14/2014,"N","9745"
10/28/2013,"N","9748"
11/12/2013,"S","7634"
2/5/2014,"R","5973"
9/16/2013,"R","5975"
2/11/2014,"R","5977"
4/11/2014,"N","9751"
2/1/2016,"R","6001"
12/20/2013,"R","6007"
11/20/2013,"N","9759"
11/25/2013,"N","9760"
11/18/2013,"R","6020"
1/14/2014,"R","6037"
3/28/2014,"N","9767"
12/23/2013,"R","6051"
1/15/2014,"R","6056"
1/21/2014,"R","6058"
1/23/2014,"R","6061"
8/27/2014,"N","9779"
4/9/2014,"N","9780"
3/12/2014,"R","6063"
3/13/2014,"N","9783"
2/11/2014,"R","6071"
2/12/2014,"R","6077"
4/1/2014,"S","7662"
4/4/2014,"R","6107"
4/29/2014,"R","6112"
6/12/2014,"N","9795"
5/28/2014,"N","9796"
4/15/2014,"R","6114"
4/29/2014,"S","7674"
5/20/2014,"S","7677"
5/22/2014,"R","6125"
5/19/2014,"R","6134"
7/29/2014,"N","9804"
8/8/2014,"S","7685"
8/6/2014,"R","6148"
8/14/2014,"R","6154"
7/9/2014,"R","6156"
7/18/2014,"R","6158"
7/31/2014,"R","6166"
10/16/2014,"N","9823"
9/26/2014,"S","7692"
11/17/2014,"N","9824"
10/1/2014,"R","6176"
10/6/2014,"S","7696"
8/4/2014,"R","6183"
3/5/2015,"N","9830"
10/9/2014,"S","7701"
5/15/2018,"R","6695"
10/3/2014,"R","6202"
9/15/2014,"N","9833"
11/18/2014,"S","7705"
1/23/2015,"S","7710"
10/28/2014,"R","6228"
10/29/2014,"R","6229"
12/4/2014,"R","6234"
12/2/2014,"R","6246"
1/16/2015,"S","7717"
3/4/2015,"S","7718"
1/2/2015,"R","6262"
1/30/2015,"R","6271"
10/26/2015,"N","9866"
3/18/2015,"R","6282"
2/23/2015,"R","6289"
3/11/2015,"R","6293"
7/17/2015,"R","6294"
6/8/2015,"R","6298"
5/19/2015,"N","9875"
5/6/2015,"N","9879"
5/6/2015,"R","6320"
5/1/2015,"R","6321"
7/17/2015,"N","9886"
6/2/2015,"R","6328"
5/22/2015,"N","9888"
6/15/2015,"R","6330"
6/16/2015,"S","7751"
10/26/2015,"N","9890"
6/17/2015,"R","6347"
6/17/2015,"S","7754"
8/5/2015,"S","7757"
1/11/2016,"S","7760"
6/29/2015,"R","6352"
9/30/2015,"N","9898"
8/6/2015,"S","7764"
7/29/2015,"S","7766"
8/5/2015,"R","6376"
10/13/2015,"R","6391"
9/17/2015,"R","6402"
9/17/2015,"R","6404"
9/18/2015,"R","6406"
9/21/2015,"R","6407"
12/29/2015,"N","9916"
10/22/2015,"R","6417"
1/14/2016,"N","9921"
3/8/2016,"S","7792"
8/23/2016,"R","6501"
1/4/2016,"R","6439"
3/21/2016,"S","7794"
6/30/2016,"S","7807"
1/20/2016,"R","6432"
6/6/2016,"N","9932"
2/8/2016,"R","6451"
6/8/2016,"N","9942"
6/15/2016,"R","6485"
5/25/2016,"S","7803"
1/28/2016,"R","6445"
3/4/2016,"R","6456"
2/8/2017,"S","7809"
8/26/2016,"S","7813"
3/16/2017,"R","6564"
6/22/2017,"S","7850"
3/28/2017,"S","7835"
5/22/2017,"N","9970"
5/18/2017,"R","6543"
2/17/2017,"R","6549"
10/13/2017,"S","7846"
9/7/2016,"N","9958"
12/12/2016,"N","9965"
6/21/2017,"R","6572"
11/15/2017,"R","6632"
3/17/2017,"R","6525"
1/2/2018,"R","6659"
1/2/2018,"R","6660"
6/21/2017,"R","6593"
3/22/2017,"S","7838"
4/14/2017,"N","9975"
11/3/2017,"S","7874"
7/25/2018,"R","6644"
6/5/2017,"R","6554"
5/18/2017,"R","6541"
2/5/2018,"R","6673"
9/19/2017,"R","6630"
2/7/2018,"R","6674"
9/7/2018,"R","6750"
12/6/2016,"S","7824"
2/20/2018,"R","6677"
4/10/2017,"R","6562"
8/24/2017,"R","6608"
11/28/2017,"R","6641"
6/27/2018,"R","6689"
6/20/2017,"R","6590"
2/7/2017,"S","7829"
5/10/2017,"R","6584"
6/20/2017,"R","6589"
10/26/2017,"R","6639"
1/24/2018,"R","6669"
8/24/2017,"R","6623"
5/31/2018,"N","10010"
12/7/2016,"R","6538"
11/17/2016,"N","9966"
6/20/2019,"S","7951"
8/24/2018,"S","7899"
7/2/2018,"R","6715"
8/22/2018,"S","7907"
6/15/2018,"N","10016"
2/14/2019,"N","10058"
5/21/2018,"S","7892"
6/29/2018,"S","7903"
5/15/2018,"R","6700"
5/9/2018,"R","6702"
7/19/2018,"N","10022"
8/2/2018,"N","10023"
3/13/2019,"N","10052"
3/26/2019,"R","6823"
8/2/2018,"R","6742"
8/14/2018,"R","6743"
3/1/2019,"S","7927"
7/18/2018,"R","6738"
2/13/2019,"N","10053"
9/6/2018,"R","6733"
3/19/2019,"R","6807"
6/4/2019,"R","6814"
7/1/2019,"R","6863"
5/23/2019,"R","6841"
2/1/2019,"R","6812"
1/22/2019,"R","6799"
5/1/2018,"R","6704"
6/4/2019,"S","7938"
2/5/2019,"S","7923"
6/10/2019,"S","7954"
6/13/2019,"S","7957"
5/22/2019,"R","6855"
5/14/2019,"S","7958"
8/24/2018,"R","6755"
5/17/2019,"R","6851"
3/12/2019,"R","6820"
6/18/2019,"S","7962"
11/28/2018,"R","6785"
6/5/2019,"N","10069"
6/6/2019,"R","6866"
1/26/2009,"N","9317"
4/8/2009,"N","9358"
4/6/2009,"S","7314"
4/8/2009,"S","7315"
6/11/2009,"N","9361"
3/30/2009,"S","7254"
3/30/2009,"R","4932"
3/31/2009,"R","4934"
6/1/2009,"N","9365"
3/12/2009,"R","4927"
3/4/2009,"N","9312"
3/2/2009,"R","4924"
2/13/2009,"S","7307"
2/3/2009,"R","4885"
1/23/2009,"N","9334"
1/20/2009,"N","9327"
12/18/2008,"N","9314"
3/2/2009,"N","9330"
1/19/2009,"N","9331"
12/10/2008,"R","4902"
1/8/2009,"R","4909"
12/19/2008,"R","4907"
12/2/2008,"S","7273"
11/6/2008,"N","9292"
11/13/2008,"S","7279"
11/5/2008,"S","7274"
2/8/2008,"N","9147"
4/1/2008,"N","9098"
11/4/2008,"N","9285"
10/7/2008,"S","7271"
10/1/2008,"R","4879"
10/2/2008,"N","9256"
9/18/2008,"R","4871"
9/18/2008,"S","7255"
9/9/2008,"R","4873"
8/26/2008,"S","7253"
8/28/2008,"S","7209"
8/28/2008,"R","4833"
8/22/2008,"R","4864"
8/7/2008,"S","7216"
4/30/2004,"N","8074"
7/28/2008,"S","7239"
11/22/2004,"N","8281"
7/10/2008,"S","7231"
7/15/2008,"N","9208"
7/15/2008,"S","7230"
7/3/2008,"N","9227"
7/8/2008,"R","4846"
6/13/2008,"S","7219"
6/16/2008,"R","4837"
6/5/2008,"N","9205"
5/27/2008,"N","9207"
5/27/2008,"R","4828"
5/27/2008,"R","4829"
5/13/2008,"R","4785"
5/14/2008,"R","4824"
5/15/2008,"N","9201"
4/25/2008,"R","4818"
4/18/2008,"R","4815"
4/9/2008,"R","4809"
4/11/2008,"N","9179"
4/16/2008,"S","7206"
3/28/2008,"S","7171"
3/21/2008,"S","7198"
3/13/2008,"R","4794"
3/14/2008,"R","4805"
2/13/2008,"N","9141"
3/11/2008,"S","7194"
3/11/2008,"N","9164"
3/11/2008,"N","9156"
3/3/2008,"R","4797"
2/27/2008,"S","7188"
2/12/2008,"S","7180"
1/30/2008,"N","9135"
12/17/2007,"S","6929"
1/28/2008,"N","9116"
1/14/2008,"R","4763"
1/7/2008,"N","9125"
1/4/2008,"N","9114"
1/9/2008,"R","4774"
12/20/2007,"R","4762"
12/21/2007,"N","9119"
12/31/2007,"R","4770"
12/12/2007,"N","9100"
12/17/2007,"R","4761"
12/18/2007,"S","7139"
12/3/2007,"N","9111"
11/28/2007,"R","4749"
11/29/2007,"S","6895"
11/26/2007,"S","7158"
11/14/2007,"N","9083"
11/14/2007,"R","4739"
10/30/2007,"S","7145"
10/22/2007,"S","7129"
10/25/2007,"R","4738"
10/29/2007,"N","9089"
10/15/2007,"R","4732"
10/15/2007,"R","4733"
10/15/2007,"R","4734"
10/16/2007,"R","4735"
10/18/2007,"N","9082"
9/28/2007,"S","7051"
10/1/2007,"N","9073"
10/3/2007,"N","9075"
9/20/2007,"N","9067"
9/26/2007,"R","4720"
9/5/2007,"R","4712"
8/16/2007,"S","7105"
7/30/2007,"N","9043"
8/6/2007,"N","9047"
8/8/2007,"R","4706"
8/8/2007,"N","9027"
8/9/2007,"N","9049"
7/10/2007,"N","9002"
7/31/2007,"S","7108"
7/26/2007,"R","4700"
7/26/2007,"R","4701"
7/20/2007,"N","9040"
4/5/2007,"R","4659"
6/28/2007,"R","4693"
6/12/2007,"N","8931"
4/27/2007,"R","4665"
6/19/2007,"S","7081"
6/11/2007,"R","4689"
6/1/2007,"R","4684"
5/22/2007,"R","4680"
5/23/2007,"N","9006"
5/14/2007,"S","7072"
5/14/2007,"R","4673"
5/4/2007,"N","8993"
5/4/2007,"N","8994"
4/23/2007,"S","7028"
4/27/2007,"S","7071"
4/19/2007,"R","4663"
4/3/2007,"R","4650"
4/3/2007,"R","4651"
3/12/2007,"N","8954"
3/30/2007,"S","7063"
4/2/2007,"N","8970"
3/19/2007,"R","4624"
3/21/2007,"R","4631"
3/22/2007,"N","8901"
3/23/2007,"S","7056"
3/28/2007,"R","4635"
3/5/2007,"R","4592"
3/15/2007,"R","4533"
3/12/2007,"R","4602"
3/12/2007,"R","4605"
3/12/2007,"R","4531"
2/22/2007,"S","7043"
2/22/2007,"R","4559"
2/27/2007,"N","8815"
2/15/2007,"R","4540"
2/12/2007,"S","7037"
2/5/2007,"N","8849"
2/14/2007,"S","7027"
2/12/2007,"R","4525"
2/5/2007,"N","8915"
2/6/2007,"N","8916"
1/29/2007,"S","6984"
1/26/2007,"N","8909"
1/10/2007,"S","7011"
1/17/2007,"S","7022"
1/18/2007,"N","8756"
1/11/2007,"R","4456"
1/11/2007,"N","8881"
1/12/2007,"R","4472"
1/12/2007,"R","4473"
1/12/2007,"R","4476"
1/16/2007,"R","4479"
1/9/2007,"S","7014"
12/20/2006,"R","4433"
12/26/2006,"R","4442"
12/27/2006,"N","8892"
12/8/2006,"R","4422"
12/8/2006,"R","4420"
12/8/2006,"R","4417"
12/8/2006,"R","4411"
12/7/2006,"S","7007"
11/27/2006,"R","4383"
11/14/2006,"S","7002"
11/15/2006,"R","4379"
11/20/2006,"R","4381"
11/1/2006,"N","8777"
11/3/2006,"N","8859"
11/3/2006,"S","6994"
10/16/2006,"S","6987"
10/4/2006,"N","8797"
9/26/2006,"S","6973"
9/29/2006,"N","8836"
8/3/2006,"N","8790"
6/27/2006,"N","8771"
8/31/2006,"N","8813"
9/1/2006,"S","6960"
8/30/2006,"N","8808"
9/12/2006,"S","6954"
8/23/2006,"R","4343"
8/4/2006,"R","4338"
5/31/2006,"S","6911"
7/26/2006,"R","4334"
8/2/2006,"R","3972"
6/8/2006,"S","6921"
10/13/2005,"R","4232"
7/10/2006,"N","8766"
6/28/2006,"N","8762"
7/3/2006,"N","8776"
6/20/2006,"N","8718"
6/27/2006,"N","8772"
6/9/2006,"N","8708"
6/2/2006,"S","6913"
6/5/2006,"S","6914"
5/23/2006,"S","6782"
5/9/2006,"N","8734"
5/3/2006,"R","4302"
5/10/2006,"S","6898"
5/11/2006,"N","8704"
4/28/2006,"N","8709"
4/28/2006,"S","6883"
5/1/2006,"N","8729"
3/14/2006,"S","6878"
4/12/2006,"S","6854"
4/13/2006,"S","6880"
4/17/2006,"N","8372"
4/7/2006,"R","4294"
3/14/2006,"R","4285"
3/15/2006,"S","6879"
4/5/2007,"R","4660"
3/8/2006,"N","8701"
3/9/2006,"S","6875"
3/1/2006,"R","4274"
2/16/2006,"S","6866"
2/22/2006,"R","4276"
3/1/2006,"S","6867"
2/24/2006,"N","8558"
2/24/2006,"R","4277"
2/27/2006,"S","6869"
3/1/2006,"R","4279"
1/6/2006,"S","6858"
2/13/2006,"S","6861"
2/6/2006,"R","4266"
1/24/2006,"N","8671"
1/30/2006,"S","6853"
1/30/2006,"N","8675"
1/23/2006,"N","8662"
1/5/2006,"R","4256"
12/16/2005,"N","8489"
11/4/2005,"N","8595"
12/22/2005,"N","8649"
12/9/2005,"N","8641"
6/3/2005,"N","8406"
12/13/2005,"N","8579"
12/5/2005,"N","8633"
12/1/2005,"S","6813"
11/21/2005,"N","8533"
12/1/2005,"N","8632"
11/9/2005,"N","8570"
12/1/2005,"S","6812"
10/11/2005,"N","8515"
11/14/2005,"N","8195"
11/15/2005,"S","6730"
11/15/2005,"S","6799"
10/13/2005,"S","6506"
7/1/2005,"N","8385"
11/10/2005,"S","6791"
11/14/2005,"S","6796"
11/4/2005,"N","8604"
11/9/2005,"N","8583"
10/20/2005,"N","8587"
10/21/2005,"S","6771"
10/3/2005,"N","8566"
10/18/2005,"S","6749"
8/17/2005,"S","6725"
10/5/2005,"S","6774"
10/5/2005,"N","8550"
9/12/2005,"S","6755"
9/20/2005,"R","4220"
9/29/2005,"S","6767"
9/28/2005,"R","4222"
8/10/2005,"N","8371"
7/18/2005,"S","6712"
8/25/2005,"R","4215"
8/12/2005,"N","8521"
8/17/2005,"N","8540"
8/4/2005,"N","8520"
7/25/2005,"S","6729"
7/19/2005,"N","8363"
7/11/2005,"N","8500"
7/14/2005,"N","8417"
7/5/2005,"N","8458"
7/5/2005,"S","6715"
7/7/2005,"N","8491"
6/15/2005,"S","6702"
6/14/2005,"R","4177"
6/1/2005,"S","6695"
5/10/2005,"R","4163"
6/2/2005,"N","8379"
5/20/2005,"N","8440"
5/23/2005,"R","4164"
5/25/2005,"N","8399"
5/25/2005,"N","8388"
5/13/2005,"S","6682"
5/18/2005,"N","8438"
5/18/2005,"R","4167"
4/26/2005,"S","6667"
5/5/2005,"S","6677"
5/9/2005,"N","8418"
4/28/2005,"R","4155"
4/28/2005,"N","8395"
5/2/2005,"S","6672"
4/25/2005,"R","4153"
5/2/2005,"N","8409"
4/19/2005,"N","8378"
4/11/2005,"R","4149"
3/7/2005,"S","6638"
3/18/2005,"S","6561"
3/23/2005,"N","8341"
3/15/2005,"S","6597"
3/3/2005,"R","4135"
3/8/2005,"N","8335"
2/23/2005,"N","8309"
2/22/2005,"R","4129"
2/22/2005,"R","4130"
10/28/1981,"N","827"
1/31/2005,"N","8325"
2/11/2005,"N","8287"
2/15/2005,"R","4123"
2/15/2005,"R","4127"
12/3/2004,"N","8250"
1/31/2005,"S","6610"
2/3/2005,"S","6619"
1/14/2005,"S","6601"
1/18/2005,"N","8307"
1/18/2005,"R","4115"
1/4/2005,"R","4112"
1/5/2005,"N","8270"
1/6/2005,"N","8297"
1/5/2005,"N","8313"
1/13/2005,"N","8318"
12/17/2004,"S","6585"
12/17/2004,"N","8300"
12/20/2004,"R","4103"
12/8/2004,"S","6570"
12/8/2004,"N","8292"
10/27/2004,"N","8241"
11/16/2004,"S","6562"
11/30/2004,"R","4096"
11/15/2004,"N","8245"
11/18/2004,"R","4092"
10/21/2004,"N","8238"
10/7/2004,"N","8226"
10/18/2004,"S","6494"
10/18/2004,"N","8235"
9/21/2004,"S","6531"
8/26/2004,"N","8183"
9/29/2004,"R","4079"
9/22/2004,"S","6515"
9/13/2004,"N","8201"
9/7/2004,"N","8194"
9/23/2004,"S","6534"
8/24/2004,"S","6508"
9/21/2004,"S","6530"
9/10/2004,"S","6524"
9/9/2004,"R","4066"
9/20/2004,"S","6527"
9/2/2004,"S","6510"
8/23/2004,"N","8177"
8/25/2004,"R","4069"
4/17/1984,"N","1645"
8/19/2004,"S","6503"
8/16/2004,"N","8166"
8/16/2004,"N","8172"
8/17/2004,"N","8157"
8/19/2004,"R","4065"
8/4/2004,"R","4059"
8/5/2004,"N","8168"
8/9/2004,"S","6497"
7/28/2004,"N","8143"
7/29/2004,"S","6492"
7/27/2004,"S","6491"
8/3/2004,"S","6477"
7/21/2004,"N","8127"
7/23/2004,"S","6480"
7/13/2004,"S","6479"
7/2/2004,"S","6459"
7/9/2004,"R","4053"
7/9/2004,"N","8140"
6/10/2004,"S","6451"
6/24/2004,"S","6458"
4/22/2004,"N","8048"
6/22/2004,"S","6455"
6/30/2004,"N","8128"
6/18/2004,"S","6453"
6/23/2004,"S","6464"
6/4/2004,"R","4043"
5/18/2004,"S","6406"
5/18/2004,"S","6439"
7/7/1981,"N","769"
2/12/2004,"N","8018"
4/21/2004,"N","8056"
5/5/2004,"N","8084"
5/5/2004,"N","8086"
12/5/2003,"N","7916"
4/29/2004,"N","8052"
4/21/2004,"N","8071"
4/21/2004,"S","6415"
4/22/2004,"S","6416"
4/15/2004,"S","6411"
3/26/2004,"N","8003"
3/22/2004,"S","6358"
3/17/2004,"S","6366"
3/8/2004,"S","6372"
3/5/2004,"R","4016"
2/27/2004,"S","6306"
2/18/2004,"S","6363"
3/1/2004,"S","6375"
3/2/2004,"R","4014"
2/19/2004,"S","6364"
2/23/2004,"S","6367"
1/20/2004,"S","6340"
2/12/2004,"R","4003"
2/18/2004,"R","4008"
2/4/2004,"S","6353"
2/5/2004,"S","6355"
2/9/2004,"N","8030"
1/29/2004,"N","8019"
1/30/2004,"S","6350"
2/3/2004,"R","3998"
1/23/2004,"S","6342"
1/15/2004,"S","6339"
1/27/2004,"N","8016"
1/14/2004,"N","8001"
1/12/2004,"R","3992"
12/22/2003,"N","7973"
12/8/2003,"S","6301"
12/31/2003,"R","3989"
12/16/2003,"N","7955"
12/17/2003,"N","7978"
12/9/2003,"S","6258"
11/13/2003,"R","3977"
10/27/2003,"N","7947"
11/10/2003,"N","7956"
11/3/2003,"N","7950"
11/5/2003,"R","3974"
11/4/2003,"N","7918"
11/5/2003,"R","3975"
11/7/2003,"N","7953"
8/15/2003,"S","6243"
10/29/2003,"S","6298"
10/14/2003,"N","7927"
10/8/2003,"N","7929"
10/2/2003,"S","6248"
10/2/2003,"N","7923"
9/26/2003,"N","7899"
9/26/2003,"S","6274"
9/30/2003,"N","7898"
9/16/2003,"S","6249"
8/26/2003,"N","7710"
9/11/2003,"S","6266"
9/12/2003,"N","7891"
8/27/2003,"N","7878"
8/28/2003,"S","6250"
8/13/2003,"N","7865"
8/18/2003,"S","6244"
8/4/2003,"R","3939"
8/6/2003,"R","3940"
8/6/2003,"R","3941"
7/24/2003,"R","3934"
7/15/2003,"N","7833"
7/29/1991,"N","3871"
7/24/2003,"N","7843"
7/15/2003,"R","3925"
7/17/2003,"N","7834"
6/26/2003,"R","3923"
6/13/2003,"N","7803"
7/1/2003,"N","7818"
6/13/2003,"N","7787"
4/25/2003,"N","7746"
6/18/2003,"N","7806"
6/9/2003,"S","6172"
6/6/2003,"S","6180"
6/9/2003,"N","7798"
6/6/2003,"N","7794"
6/12/2003,"R","3916"
6/12/2003,"N","7801"
5/30/2003,"N","7617"
6/5/2003,"R","3913"
4/18/2003,"N","7745"
4/15/2003,"N","7739"
4/24/2003,"S","6162"
4/28/2003,"N","7697"
4/9/2003,"N","7735"
4/17/2003,"N","7742"
4/17/2003,"N","7672"
9/27/2002,"S","6028"
4/1/2003,"S","6137"
4/1/2003,"N","7720"
3/6/2003,"S","6131"
2/27/2003,"S","6130"
2/21/2003,"S","6125"
2/24/2003,"S","6128"
2/18/2003,"N","7650"
2/18/2003,"S","6124"
2/19/2003,"N","7685"
2/4/2003,"R","3880"
2/5/2003,"S","6095"
2/7/2003,"S","6113"
1/29/2003,"N","7664"
1/30/2003,"R","3881"
1/30/2003,"N","7659"
1/30/2003,"S","6097"
1/31/2003,"N","7666"
1/16/2003,"N","7634"
7/1/2002,"N","7465"
12/19/2002,"R","3873"
11/22/2002,"S","6068"
12/3/2002,"R","3849"
11/21/2002,"N","7619"
11/5/2002,"S","6055"
11/7/2002,"N","7620"
11/14/2002,"S","6046"
10/31/2002,"R","3851"
10/16/2002,"N","7596"
10/15/2002,"N","7552"
9/27/2002,"S","6030"
10/8/2002,"N","7588"
10/15/2002,"N","7573"
10/18/2002,"S","6040"
9/18/2002,"S","5900"
9/23/2002,"R","3845"
9/19/2002,"S","6011"
9/12/2002,"N","7415"
9/11/2002,"N","7556"
9/13/2002,"R","3841"
9/6/2002,"N","7535"
8/23/2002,"R","3838"
8/26/2002,"S","6015"
8/28/2002,"N","7548"
8/15/2002,"N","7530"
8/16/2002,"R","3834"
8/19/2002,"N","7536"
8/20/2002,"N","7476"
8/8/2002,"N","7527"
8/12/2002,"N","7531"
6/5/2002,"N","7447"
8/5/2002,"S","5949"
8/14/2002,"S","6009"
8/6/2002,"S","6001"
8/7/2002,"N","7526"
7/31/2002,"N","7521"
8/2/2002,"S","6003"
7/25/2002,"N","7513"
7/26/2002,"N","7509"
7/22/2002,"S","5986"
7/23/2002,"S","5989"
7/12/2002,"N","7396"
6/10/2002,"R","3817"
6/20/2002,"N","7487"
7/10/2002,"N","7500"
6/20/2002,"S","5961"
5/8/2012,"R","5538"
6/11/2012,"R","5547"
5/1/2012,"R","5552"
5/31/2012,"S","7560"
10/4/2012,"N","9650"
5/18/2012,"R","5566"
5/17/2012,"R","5570"
5/24/2012,"R","5588"
4/16/2012,"R","5593"
6/6/2012,"R","5610"
1/30/2013,"R","5620"
9/17/2012,"N","9655"
7/13/2012,"R","5637"
7/5/2012,"R","5638"
10/29/2012,"R","5642"
12/13/2012,"R","5650"
7/26/2012,"R","5653"
8/6/2012,"R","5663"
11/29/2012,"R","5674"
1/7/2013,"N","9663"
9/7/2012,"R","5676"
9/7/2012,"R","5677"
10/31/2012,"S","7585"
10/17/2012,"N","9667"
10/11/2012,"R","5691"
10/11/2012,"R","5703"
10/15/2012,"R","5704"
3/25/2013,"N","9669"
10/31/2012,"R","5720"
12/19/2012,"R","5722"
11/2/2012,"R","5727"
11/5/2012,"N","9670"
11/9/2012,"R","5731"
11/9/2012,"R","5736"
11/21/2012,"R","5747"
1/8/2013,"R","5771"
12/31/2012,"R","5776"
2/6/2013,"R","5803"
9/10/2018,"N","10027"
8/16/2018,"R","6751"
2/8/2013,"R","5816"
2/11/2013,"R","5821"
3/4/2013,"R","5835"
3/21/2013,"R","5840"
4/4/2013,"R","5848"
5/29/2013,"N","9710"
6/6/2013,"N","9715"
6/19/2013,"S","7608"
4/10/2015,"N","9717"
11/13/2013,"R","5882"
12/20/2016,"N","9722"
5/22/2013,"R","5888"
7/22/2013,"R","5891"
6/19/2013,"R","5898"
7/31/2013,"S","7620"
6/28/2013,"R","5915"
7/25/2013,"R","5916"
8/13/2013,"N","9732"
9/17/2013,"N","9733"
8/5/2013,"R","5928"
8/28/2013,"R","5930"
8/30/2013,"R","5938"
10/17/2013,"S","7622"
8/5/2013,"R","5948"
9/25/2013,"S","7623"
7/30/2013,"R","5952"
7/31/2013,"R","5953"
8/9/2013,"N","9741"
11/1/2013,"R","5969"
10/21/2013,"N","9747"
9/10/2013,"R","5971"
11/15/2013,"R","5980"
9/26/2013,"S","7635"
11/7/2013,"R","5989"
10/18/2013,"R","5995"
10/25/2013,"R","6002"
2/7/2014,"R","6011"
11/7/2013,"R","6012"
11/19/2013,"R","6021"
12/12/2013,"R","6043"
4/15/2014,"N","9770"
3/17/2014,"N","9772"
12/1/2014,"R","6050"
5/7/2014,"R","6059"
1/22/2014,"R","6060"
2/4/2014,"R","6067"
2/5/2014,"R","6069"
2/5/2014,"S","7653"
2/5/2014,"R","6070"
2/14/2014,"R","6074"
4/18/2014,"S","7655"
2/14/2014,"R","6080"
4/14/2014,"R","6093"
3/20/2014,"R","6098"
4/1/2014,"R","6103"
5/21/2014,"R","6111"
4/17/2014,"R","6117"
5/27/2014,"R","6136"
7/15/2014,"S","7682"
9/2/2014,"S","7684"
3/24/2015,"R","6150"
8/28/2014,"N","9812"
12/19/2014,"N","9815"
11/20/2014,"N","9817"
7/8/2014,"R","6165"
7/14/2014,"R","6169"
7/24/2014,"R","6173"
7/25/2014,"N","9825"
12/11/2014,"S","7693"
10/9/2014,"R","6179"
1/21/2016,"S","7695"
8/19/2014,"N","9828"
7/26/2018,"S","7898"
9/16/2014,"R","6206"
12/31/2014,"R","6210"
10/7/2014,"R","6216"
11/17/2014,"R","6222"
10/28/2014,"R","6227"
10/30/2014,"R","6233"
11/20/2014,"N","9842"
12/18/2014,"N","9845"
12/9/2014,"S","7721"
1/28/2016,"S","7722"
2/18/2015,"N","9852"
1/14/2015,"S","7723"
2/11/2015,"R","6257"
3/30/2015,"R","6258"
12/29/2014,"N","9858"
4/15/2015,"N","9861"
3/16/2015,"S","7730"
8/3/2017,"N","9864"
1/27/2015,"R","6269"
12/3/2015,"N","9867"
5/18/2015,"S","7734"
2/19/2015,"R","6288"
2/25/2015,"S","7736"
5/7/2015,"N","9872"
5/5/2015,"N","9873"
3/16/2015,"R","6300"
3/16/2015,"R","6303"
5/14/2015,"S","7742"
5/1/2015,"R","6307"
6/5/2015,"S","7746"
6/15/2015,"R","6314"
5/12/2015,"N","9887"
5/18/2015,"R","6326"
6/4/2015,"R","6331"
6/9/2015,"R","6337"
8/21/2015,"S","7752"
6/15/2015,"R","6345"
7/23/2015,"R","6346"
6/23/2015,"R","6349"
8/14/2015,"R","6355"
7/10/2015,"R","6359"
10/13/2015,"R","6363"
7/16/2015,"R","6364"
8/3/2015,"S","7765"
7/30/2015,"R","6371"
8/31/2015,"N","9899"
8/5/2015,"R","6381"
10/27/2015,"N","9904"
12/15/2015,"S","7772"
8/27/2015,"N","9906"
9/16/2015,"R","6395"
10/22/2015,"R","6401"
11/5/2015,"S","7777"
12/14/2015,"S","7778"
1/11/2016,"R","6414"
5/6/2016,"N","9919"
10/27/2015,"S","7780"
4/29/2015,"S","7782"
12/15/2015,"S","7783"
11/4/2015,"R","6421"
11/9/2015,"R","6425"
12/10/2015,"R","6427"
2/19/2016,"S","7791"
7/23/2018,"R","6447"
3/1/2016,"R","6458"
3/1/2016,"S","7797"
1/14/2016,"R","6430"
