"PLAN_CTRL_CD","PLAN_CTRL_NUM","MMS_COMPANY_NUM","BUS_ASC_NAME","PLAN_TYPE_CODE","PLAN_RECV_DATE","PLAN_COORDINATOR"
"N","4230","00724","Marathon Oil Company","POE",1/27/1992,"MT"
"N","4232","00992","Diamond Shamrock Offshore Partners Limited Partnership","POE",1/30/1992,"DT"
"N","4235","01102","Century Offshore Management Corporation","POE",1/30/1992,"GN"
"N","4239","01956","Seagull Energy E&P Inc.","POE",2/5/1992,"GN"
"N","4242","00114","BP America Production Company","POE",2/11/1992,"MT"
"N","4245","00185","Samedan Oil Corporation","POE",2/13/1992,"AG"
"N","4250","00818","Mariner Energy, Inc.","POE",2/21/1992,"MT"
"N","4253","00078","Chevron U.S.A. Inc.","POE",2/26/1992,"AG"
"N","4257","00078","Chevron U.S.A. Inc.","POE",2/28/1992,"AG"
"N","4261","00724","Marathon Oil Company","POE",3/4/1992,"AG"
"N","4266","02225","Freeport-McMoRan Sulphur Inc.","POE",3/18/1992,"MT"
"N","4268","00774","Taylor Energy Company","POE",3/20/1992,"DT"
"N","4272","00846","Hall-Houston Oil Company","POE",3/27/1992,"DT"
"N","4275","02225","Freeport-McMoRan Sulphur Inc.","POE",3/31/1992,"GN"
"N","4281","01210","Wacker Oil Inc.","POE",4/7/1992,"AG"
"N","4285","00967","Atlantic Richfield Company","POE",4/15/1992,"AG"
"N","4288","00967","Atlantic Richfield Company","POE",4/21/1992,"DT"
"N","4292","00724","Marathon Oil Company","POE",5/1/1992,"DT"
"N","4294","00083","The Louisiana Land and Exploration Company","POE",5/5/1992,"MT"
"N","4298","01108","Sandefer Offshore Operating Co.","POE",5/15/1992,"MT"
"N","4305","01956","Seagull Energy E&P Inc.","POE",6/1/1992,"AG"
"N","4309","00282","Dominion Exploration & Production, Inc.","POE",6/12/1992,"AG"
"N","4311","00148","Anadarko E&P Company LP","POE",6/16/1992,"GN"
"N","4315","01138","El Paso Production GOM Inc.","POE",6/30/1992,"GN"
"N","4318","01680","BP Exploration & Oil Inc.","POE",7/8/1992,"MT"
"N","4322","02225","Freeport-McMoRan Sulphur Inc.","POE",7/24/1992,"MT"
"N","4325","00276","Exxon Mobil Corporation","POE",7/29/1992,"AG"
"N","10051","03310","GulfSlope Energy, Inc.","EP",1/28/2019,"EW"
"N","10052","03247","Talos Energy Offshore LLC","EP",1/28/2019,"HH"
"N","10056","02481","BP Exploration & Production Inc.","EP",2/5/2019,"EW"
"R","6813","03481","Cantium, LLC","DOCD",2/5/2019,"RO"
"S","7938","03362","Kosmos Energy Gulf of Mexico Operations, LLC","EP",2/5/2019,"RA"
"S","7939","00078","Chevron U.S.A. Inc.","DOCD",2/5/2019,"MG"
"R","6815","03567","Beacon Growthco Operating Company, L.L.C.","EP",2/11/2019,"MG"
"N","10057","02967","Peregrine Oil & Gas II, LLC","EP",2/12/2019,"EW"
"R","6816","03151","Cox Operating, L.L.C.","DOCD",2/12/2019,"HH"
"N","4329","00282","Dominion Exploration & Production, Inc.","POE",8/7/1992,"AG"
"N","4334","00083","The Louisiana Land and Exploration Company","POE",8/17/1992,"MT"
"N","4337","01131","American Exploration Company","POE",8/19/1992,"AG"
"N","4341","00986","Japex (U.S.) Corp.","POE",9/1/1992,"AG"
"N","6319","00003","Union Oil Company of California","POE",10/1/1998,"AG"
"N","6323","02018","Stone Energy, L.L.C.","POE",10/13/1998,"AG"
"N","6327","00689","Shell Offshore Inc.","POE",10/16/1998,"AG"
"N","6330","01777","Devon Louisiana Corporation","POE",10/19/1998,"NW"
"N","6401","00236","El Paso Production Company","POE",1/21/1999,"RS"
"N","6404","01578","British-Borneo USA, Inc.","POE",1/21/1999,"RS"
"N","6407","02219","Anadarko US Offshore LLC","POE",1/22/1999,"RS"
"N","6411","00250","ORYX ENERGY COMPANY","POE",1/25/1999,"AG"
"N","6414","01790","Snyder Oil Corporation","POE",1/29/1999,"AG"
"N","6489","00078","Chevron U.S.A. Inc.","POE",4/23/1999,"MT"
"N","6493","00818","Mariner Energy, Inc.","POE",4/28/1999,"MT"
"N","6496","00059","Hess Corporation","POE",4/30/1999,"RS"
"N","6500","02018","Stone Energy, L.L.C.","POE",5/4/1999,"RS"
"N","6614","00185","Samedan Oil Corporation","POE",9/29/1999,"RS"
"N","7592","02466","Gryphon Exploration Company","EP",10/11/2002,"EC"
"N","7599","02266","EPL Oil & Gas, LLC","EP",10/16/2002,"KD"
"N","7603","01704","Remington Oil and Gas Corporation","EP",10/18/2002,"KD"
"N","7606","01704","Remington Oil and Gas Corporation","EP",10/23/2002,"RS"
"N","7608","00003","Union Oil Company of California","EP",10/24/2002,"EC"
"N","7742","02219","Anadarko US Offshore LLC","EP",4/17/2003,"MG"
"N","7746","01689","Murphy Exploration & Production Company","EP",4/18/2003,"RS"
"N","7751","00981","Anadarko Petroleum Corporation","EP",4/28/2003,"KD"
"N","7754","00078","Chevron U.S.A. Inc.","EP",4/30/2003,"RS"
"N","8253","00560","Seneca Resources Corporation","EP",11/2/2004,"MG"
"N","8258","00403","Challenger Minerals Inc.","EP",11/4/2004,"RS"
"N","8261","01704","Remington Oil and Gas Corporation","EP",11/5/2004,"EC"
"N","9340","01834","Talos Petroleum LLC","EP",2/5/2009,"KD"
"N","9344","01963","Apex Oil & Gas, Inc.","EP",2/10/2009,"EC"
"N","9350","01978","Helis Oil & Gas Company, L.L.C.","EP",2/23/2009,"KD"
"N","9354","02748","Equinor Gulf of Mexico LLC","EP",3/5/2009,"MG"
"N","9421","02237","Noble Energy, Inc.","EP",8/13/2009,"EC"
"N","9426","02815","Deep Gulf Energy LP","EP",8/25/2009,"MG"
"N","9429","02579","Tana Exploration Company LLC","EP",8/27/2009,"MG"
"R","6823","03481","Cantium, LLC","DOCD",2/27/2019,"RO"
"R","6824","01284","W & T Offshore, Inc.","DOCD",2/28/2019,"RA"
"N","9209","02025","EP Energy E&P Company, L.P.","EP",5/28/2008,"EC"
"N","9210","00818","Mariner Energy, Inc.","EP",5/30/2008,"MG"
"R","4830","02481","BP Exploration & Production Inc.","DOCD",5/30/2008,"MG"
"R","4831","02313","Freeport-McMoRan Energy LLC","DOCD",6/2/2008,"KD"
"S","7226","01284","W & T Offshore, Inc.","EP",6/2/2008,"MG"
"N","9211","02813","Royal Production Company, Inc.","DOCD",6/3/2008,"KD"
"N","9212","01284","W & T Offshore, Inc.","DOCD",6/3/2008,"EC"
"R","4832","02481","BP Exploration & Production Inc.","EP",6/5/2008,"MG"
"N","9213","01364","Newfield Exploration Company","EP",6/5/2008,"MG"
"N","9214","02721","Tarpon Offshore Ventures, LP","DOCD",6/5/2008,"KD"
"S","7227","02807","Marlin Coastal, L.L.C.","DOCD",6/5/2008,"KD"
"S","7228","01284","W & T Offshore, Inc.","DOCD",6/5/2008,"MG"
"N","9215","01819","ATP Oil & Gas Corporation","DOCD",6/6/2008,"KD"
"S","7229","02714","Century Exploration New Orleans, LLC","EP",6/9/2008,"EC"
"R","4833","02058","LLOG Exploration Offshore, L.L.C.","EP",6/9/2008,"EC"
"N","9216","02948","Bayou Bend Offshore, Ltd.","EP",6/9/2008,"EC"
"R","4834","02807","Marlin Coastal, L.L.C.","EP",6/10/2008,"KD"
"N","9217","02481","BP Exploration & Production Inc.","EP",6/11/2008,"MG"
"N","9218","02628","Arena Offshore, LP","DOCD",6/11/2008,"EC"
"N","9219","00730","Walter Oil & Gas Corporation","DOCD",6/11/2008,"KD"
"R","4835","01500","TOTAL E&P USA, INC.","DOCD",6/12/2008,"EC"
"S","7230","02409","Maritech Resources, Inc.","DOCD",6/12/2008,"KD"
"N","9220","00981","Anadarko Petroleum Corporation","EP",6/13/2008,"MG"
"S","7231","00689","Shell Offshore Inc.","DOCD",6/13/2008,"KD"
"S","7232","02579","Tana Exploration Company LLC","DOCD",6/13/2008,"MG"
"N","9221","02579","Tana Exploration Company LLC","EP",6/13/2008,"EC"
"R","4836","02370","LLOG Exploration & Production Company, L.L.C.","DOCD",6/13/2008,"MG"
"S","7233","02481","BP Exploration & Production Inc.","DOCD",4/3/2008,"RS"
"R","4837","02370","LLOG Exploration & Production Company, L.L.C.","EP",6/13/2008,"MG"
"R","4838","00078","Chevron U.S.A. Inc.","EP",6/16/2008,"KD"
"N","9222","00105","Apache Corporation","DOCD",6/19/2008,"MG"
"S","7234","01284","W & T Offshore, Inc.","EP",6/19/2008,"MG"
"R","4839","00276","Exxon Mobil Corporation","DOCD",6/23/2008,"EC"
"N","9223","02904","Phoenix Exploration Company LP","EP",6/23/2008,"EC"
"R","4840","01284","W & T Offshore, Inc.","DOCD",6/23/2008,"MG"
"S","7235","02233","Samson Contour Energy E&P, LLC","DOCD",6/24/2008,"EC"
"N","9224","02421","Devon Energy Production Company, L.P.","DOCD",6/25/2008,"MG"
"R","4841","02899","Talos ERT LLC","DOCD",6/25/2008,"MG"
"R","4842","02989","PROBE RESOURCES US LTD.","EP",6/25/2008,"MG"
"R","4843","01978","Helis Oil & Gas Company, L.L.C.","EP",6/27/2008,"EC"
"R","4844","00078","Chevron U.S.A. Inc.","DOCD",6/30/2008,"KD"
"R","4845","00276","Exxon Mobil Corporation","EP",6/30/2008,"EC"
"N","9225","00818","Mariner Energy, Inc.","EP",6/30/2008,"KD"
"N","9226","02630","Dynamic Offshore Resources NS, LLC","EP",7/3/2008,"EC"
"N","9227","01284","W & T Offshore, Inc.","DOCD",7/3/2008,"MG"
"N","9228","02421","Devon Energy Production Company, L.P.","EP",7/7/2008,"MG"
"R","4846","00689","Shell Offshore Inc.","DOCD",7/8/2008,"MG"
"R","4847","00689","Shell Offshore Inc.","DOCD",7/8/2008,"KD"
"R","4848","00730","Walter Oil & Gas Corporation","EP",7/8/2008,"EC"
"N","9229","01284","W & T Offshore, Inc.","EP",7/8/2008,"KD"
"S","7236","01364","Newfield Exploration Company","EP",7/9/2008,"KD"
"N","9230","02628","Arena Offshore, LP","DOCD",7/9/2008,"EC"
"S","7237","00818","Mariner Energy, Inc.","DOCD",7/10/2008,"EC"
"N","9231","02970","Castex Offshore, Inc.","EP",7/14/2008,"KD"
"R","4849","02010","BHP Billiton Petroleum (GOM) Inc.","EP",7/16/2008,"MG"
"S","7238","01284","W & T Offshore, Inc.","DOCD",7/16/2008,"MG"
"N","9232","02813","Royal Production Company, Inc.","DOCD",7/16/2008,"EC"
"R","4850","00981","Anadarko Petroleum Corporation","EP",7/17/2008,"KD"
"N","9233","02058","LLOG Exploration Offshore, L.L.C.","EP",7/18/2008,"MG"
"S","7239","02503","Contango Operators, Inc.","DOCD",7/21/2008,"KD"
"N","9234","00730","Walter Oil & Gas Corporation","EP",7/21/2008,"KD"
"N","9235","02312","McMoRan Oil & Gas LLC","EP",7/21/2008,"EC"
"S","7240","00064","Hunt Oil Company","DOCD",7/22/2008,"EC"
"N","9236","02989","PROBE RESOURCES US LTD.","EP",7/22/2008,"MG"
"N","9237","00105","Apache Corporation","EP",7/22/2008,"KD"
"N","9238","02268","Bois d'Arc Offshore Ltd.","EP",7/23/2008,"EC"
"R","4851","00078","Chevron U.S.A. Inc.","DOCD",7/24/2008,"EC"
"N","9239","02894","Bandon Oil and Gas, LP","EP",7/28/2008,"MG"
"S","7241","01284","W & T Offshore, Inc.","DOCD",7/24/2008,"KD"
"R","4852","00724","Marathon Oil Company","DOCD",7/24/2008,"MG"
"R","4853","00003","Union Oil Company of California","DOCD",7/24/2008,"KD"
"R","4854","02647","Murphy Exploration & Production Company - USA","EP",7/25/2008,"MG"
"S","7242","02481","BP Exploration & Production Inc.","EP",7/25/2008,"MG"
"S","7243","01284","W & T Offshore, Inc.","DOCD",7/25/2008,"MG"
"S","7244","00078","Chevron U.S.A. Inc.","EP",7/28/2008,"EC"
"R","4855","00078","Chevron U.S.A. Inc.","DOCD",7/29/2008,"EC"
"R","4856","01819","ATP Oil & Gas Corporation","EP",7/29/2008,"KD"
"N","9240","02893","Hall-Houston Exploration II, L.P.","EP",7/30/2008,"KD"
"N","9241","02058","LLOG Exploration Offshore, L.L.C.","DOCD",7/30/2008,"EC"
"S","7245","00064","Hunt Oil Company","DOCD",7/30/2008,"KD"
"R","4857","02647","Murphy Exploration & Production Company - USA","EP",7/30/2008,"KD"
"S","7246","02863","Taylor Energy Company LLC","EP",7/30/2008,"MT"
"N","9242","00222","XTO Offshore Inc.","DOCD",8/1/2008,"MG"
"R","4858","00981","Anadarko Petroleum Corporation","EP",8/1/2008,"EC"
"R","4859","01819","ATP Oil & Gas Corporation","EP",8/1/2008,"KD"
"S","7247","00724","Marathon Oil Company","DOCD",8/4/2008,"KD"
"N","9243","00064","Hunt Oil Company","EP",8/4/2008,"KD"
"N","9244","01819","ATP Oil & Gas Corporation","DOCD",8/5/2008,"EC"
"R","4860","02985","Deep Gulf Energy II, LLC","EP",8/6/2008,"MG"
"S","7248","02714","Century Exploration New Orleans, LLC","DOCD",8/6/2008,"EC"
"N","9245","01284","W & T Offshore, Inc.","DOCD",8/7/2008,"MG"
"N","9246","01364","Newfield Exploration Company","EP",8/8/2008,"KD"
"S","7249","00064","Hunt Oil Company","DOCD",8/8/2008,"MG"
"S","7250","02219","Anadarko US Offshore LLC","DOCD",8/11/2008,"KD"
"S","7251","02058","LLOG Exploration Offshore, L.L.C.","DOCD",8/11/2008,"EC"
"N","9247","01284","W & T Offshore, Inc.","DOCD",8/11/2008,"EC"
"R","4861","02451","GOM Shelf LLC","DOCD",8/12/2008,"EC"
"R","4862","02451","GOM Shelf LLC","DOCD",8/12/2008,"MG"
"N","9248","02795","GoMex Energy Offshore, Ltd.","DOCD",8/12/2008,"MG"
"N","9249","02579","Tana Exploration Company LLC","EP",8/14/2008,"KD"
"N","9250","02268","Bois d'Arc Offshore Ltd.","EP",8/14/2008,"EC"
"N","9251","03008","Tengasco, Inc.","DOCD",8/14/2008,"MG"
"R","4863","02407","Woodside Energy (USA) Inc.","EP",8/14/2008,"KD"
"R","4864","00105","Apache Corporation","EP",8/18/2008,"MG"
"N","9252","01586","Petsec Energy Inc.","EP",8/18/2008,"KD"
"S","7252","02409","Maritech Resources, Inc.","DOCD",8/19/2008,"MG"
"R","4865","00689","Shell Offshore Inc.","DOCD",8/19/2008,"KD"
"N","9253","02266","EPL Oil & Gas, LLC","EP",8/19/2008,"MG"
"N","9254","01364","Newfield Exploration Company","EP",8/20/2008,"KD"
"R","4866","01819","ATP Oil & Gas Corporation","DOCD",8/20/2008,"EC"
"R","4867","02782","Eni US Operating Co. Inc.","DOCD",8/21/2008,"MG"
"R","4868","02782","Eni US Operating Co. Inc.","DOCD",8/21/2008,"KD"
"N","9255","02813","Royal Production Company, Inc.","EP",8/21/2008,"EC"
"S","7253","02782","Eni US Operating Co. Inc.","DOCD",8/21/2008,"MG"
"R","4869","00730","Walter Oil & Gas Corporation","EP",8/22/2008,"EC"
"R","4870","03003","Contango Resources Company","DOCD",8/26/2008,"MG"
"R","4871","00222","XTO Offshore Inc.","DOCD",8/26/2008,"KD"
"R","5777","02266","EPL Oil & Gas, LLC","DOCD",12/21/2012,"TJ"
"R","5778","00078","Chevron U.S.A. Inc.","DOCD",12/21/2012,"RO"
"S","7598","00105","Apache Corporation","DOCD",12/26/2012,"TJ"
"N","9680","03209","Renaissance Offshore, LLC","EP",12/26/2012,"RO"
"N","9681","02375","Energy XXI GOM, LLC","EP",12/29/2012,"HH"
"R","5779","00105","Apache Corporation","DOCD",12/31/2012,"HH"
"R","5780","00105","Apache Corporation","DOCD",12/31/2012,"UN"
"R","5781","01284","W & T Offshore, Inc.","DOCD",12/31/2012,"KD"
"R","5782","02800","Monforte Exploration L.L.C.","DOCD",1/8/2013,"HH"
"S","7599","00689","Shell Offshore Inc.","EP",1/4/2013,"HH"
"N","9682","02375","Energy XXI GOM, LLC","DOCD",1/10/2013,"KD"
"S","7600","02795","GoMex Energy Offshore, Ltd.","DOCD",5/6/2013,"HH"
"N","9683","02782","Eni US Operating Co. Inc.","EP",1/14/2013,"MA"
"R","5783","00105","Apache Corporation","DOCD",1/16/2013,"MG"
"R","5784","02451","GOM Shelf LLC","DOCD",1/16/2013,"RO"
"R","5785","02375","Energy XXI GOM, LLC","DOCD",1/17/2013,"UN"
"R","5786","00981","Anadarko Petroleum Corporation","DOCD",1/18/2013,"MA"
"R","5787","00105","Apache Corporation","DOCD",1/18/2013,"TJ"
"R","5788","02851","Apache Shelf, Inc.","DOCD",1/18/2013,"KD"
"R","5789","02375","Energy XXI GOM, LLC","DOCD",1/18/2013,"HH"
"N","9684","01834","Talos Petroleum LLC","EP",1/22/2013,"UN"
"S","7601","01834","Talos Petroleum LLC","DOCD",1/22/2013,"UN"
"R","5790","00078","Chevron U.S.A. Inc.","DOCD",1/22/2013,"RO"
"R","5791","02851","Apache Shelf, Inc.","DOCD",1/22/2013,"MA"
"R","5792","02451","GOM Shelf LLC","DOCD",1/22/2013,"TJ"
"R","5793","00105","Apache Corporation","DOCD",1/22/2013,"KD"
"R","5794","00105","Apache Corporation","DOCD",1/22/2013,"MG"
"R","5795","00981","Anadarko Petroleum Corporation","DOCD",1/22/2013,"HH"
"N","9685","02871","Rooster Petroleum, LLC","DOCD",1/23/2013,"TJ"
"R","5796","03041","Hilcorp Energy GOM, LLC","DOCD",1/23/2013,"RO"
"R","5797","02579","Tana Exploration Company LLC","EP",11/28/2012,"MG"
"R","5798","02481","BP Exploration & Production Inc.","DOCD",1/22/2013,"MG"
"N","9686","02375","Energy XXI GOM, LLC","DOCD",1/24/2013,"MG"
"R","5799","02628","Arena Offshore, LP","DOCD",1/24/2013,"MA"
"N","9687","02647","Murphy Exploration & Production Company - USA","EP",1/25/2013,"RO"
"N","9688","00730","Walter Oil & Gas Corporation","DOCD",1/25/2013,"HH"
"R","5800","00981","Anadarko Petroleum Corporation","EP",1/25/2013,"UN"
"R","5801","00105","Apache Corporation","DOCD",1/28/2013,"TJ"
"R","5802","00105","Apache Corporation","DOCD",1/28/2013,"KD"
"R","5803","02370","LLOG Exploration & Production Company, L.L.C.","EP",1/28/2013,"MG"
"R","5804","02375","Energy XXI GOM, LLC","DOCD",1/28/2013,"HH"
"R","5805","00003","Union Oil Company of California","DOCD",1/30/2013,"RO"
"R","5806","00078","Chevron U.S.A. Inc.","DOCD",1/30/2013,"MA"
"S","7602","02266","EPL Oil & Gas, LLC","DOCD",1/30/2013,"RO"
"S","7603","03075","Hall-Houston Exploration III, L.P.","DOCD",1/30/2013,"KD"
"R","5807","00078","Chevron U.S.A. Inc.","DOCD",1/31/2013,"UN"
"R","5808","02481","BP Exploration & Production Inc.","DOCD",1/30/2013,"MG"
"N","9689","02579","Tana Exploration Company LLC","DOCD",2/1/2013,"KD"
"R","5809","02222","PetroQuest Energy, L.L.C.","DOCD",2/4/2013,"TJ"
"N","9690","02058","LLOG Exploration Offshore, L.L.C.","EP",2/4/2013,"MG"
"N","9691","02628","Arena Offshore, LP","DOCD",2/4/2013,"UN"
"R","5810","03033","Black Elk Energy Offshore Operations, LLC","DOCD",2/6/2013,"KD"
"R","5811","02010","BHP Billiton Petroleum (GOM) Inc.","DOCD",2/6/2013,"HH"
"R","5812","00078","Chevron U.S.A. Inc.","EP",2/6/2013,"RO"
"N","9692","02375","Energy XXI GOM, LLC","EP",2/6/2013,"TJ"
"N","9693","02970","Castex Offshore, Inc.","DOCD",2/7/2013,"RO"
"R","5813","02782","Eni US Operating Co. Inc.","EP",2/7/2013,"UN"
"R","5814","00003","Union Oil Company of California","EP",2/7/2013,"TJ"
"R","5815","02851","Apache Shelf, Inc.","DOCD",2/7/2013,"KD"
"N","9694","02628","Arena Offshore, LP","EP",2/8/2013,"HH"
"N","9695","00105","Apache Corporation","DOCD",2/8/2013,"KD"
"R","5816","02370","LLOG Exploration & Production Company, L.L.C.","EP",2/8/2013,"MG"
"R","5817","02647","Murphy Exploration & Production Company - USA","DOCD",2/11/2013,"HH"
"R","5818","02647","Murphy Exploration & Production Company - USA","DOCD",2/11/2013,"UN"
"R","5819","02647","Murphy Exploration & Production Company - USA","DOCD",2/11/2013,"RO"
"R","5820","01284","W & T Offshore, Inc.","DOCD",2/11/2013,"TJ"
"R","5821","00078","Chevron U.S.A. Inc.","DOCD",2/11/2013,"KD"
"R","5822","00689","Shell Offshore Inc.","DOCD",1/30/2013,"MG"
"N","9696","02503","Contango Operators, Inc.","EP",2/13/2013,"MG"
"R","5823","02375","Energy XXI GOM, LLC","DOCD",2/13/2013,"MG"
"R","5824","02748","Equinor Gulf of Mexico LLC","EP",2/13/2013,"UN"
"R","5825","00078","Chevron U.S.A. Inc.","EP",2/14/2013,"HH"
"R","5826","00689","Shell Offshore Inc.","EP",2/14/2013,"RO"
"R","5827","02375","Energy XXI GOM, LLC","DOCD",2/15/2013,"TJ"
"N","9697","02647","Murphy Exploration & Production Company - USA","EP",2/19/2013,"UN"
"N","9698","02058","LLOG Exploration Offshore, L.L.C.","EP",2/19/2013,"TJ"
"R","5828","00689","Shell Offshore Inc.","DOCD",2/19/2013,"UN"
"R","5829","02481","BP Exploration & Production Inc.","DOCD",2/19/2013,"MG"
"R","5830","03041","Hilcorp Energy GOM, LLC","DOCD",2/20/2013,"KD"
"S","7604","00981","Anadarko Petroleum Corporation","EP",2/21/2013,"MG"
"R","5831","00078","Chevron U.S.A. Inc.","EP",2/25/2013,"MA"
"N","9699","00276","Exxon Mobil Corporation","DOCD",2/26/2013,"MA"
"N","9700","02058","LLOG Exploration Offshore, L.L.C.","DOCD",2/27/2013,"MG"
"R","5832","00105","Apache Corporation","DOCD",2/28/2013,"KD"
"N","9701","02503","Contango Operators, Inc.","EP",3/1/2013,"HH"
"R","5833","00105","Apache Corporation","DOCD",3/1/2013,"HH"
"R","5834","00981","Anadarko Petroleum Corporation","EP",3/4/2013,"RO"
"N","9702","03165","Apache Deepwater LLC","EP",3/4/2013,"KD"
"R","5835","02800","Monforte Exploration L.L.C.","DOCD",3/4/2013,"TJ"
"R","5836","00689","Shell Offshore Inc.","DOCD",3/4/2013,"UN"
"R","5837","02010","BHP Billiton Petroleum (GOM) Inc.","EP",2/28/2013,"MG"
"R","5838","00078","Chevron U.S.A. Inc.","DOCD",3/5/2013,"MA"
"N","9703","02970","Castex Offshore, Inc.","EP",3/7/2013,"RO"
"R","5839","02058","LLOG Exploration Offshore, L.L.C.","EP",3/7/2013,"HH"
"R","5840","00730","Walter Oil & Gas Corporation","EP",3/8/2013,"RO"
"S","7605","02266","EPL Oil & Gas, LLC","DOCD",3/8/2013,"TJ"
"R","5841","00689","Shell Offshore Inc.","DOCD",3/11/2013,"MG"
"R","5842","02481","BP Exploration & Production Inc.","DOCD",3/11/2013,"KD"
"N","9704","00078","Chevron U.S.A. Inc.","EP",3/11/2013,"UN"
"R","5843","03033","Black Elk Energy Offshore Operations, LLC","DOCD",3/13/2013,"TJ"
"N","9705","02579","Tana Exploration Company LLC","DOCD",3/14/2013,"TJ"
"R","5844","02266","EPL Oil & Gas, LLC","DOCD",3/14/2013,"UN"
"R","5845","00078","Chevron U.S.A. Inc.","EP",3/15/2013,"MA"
"R","5846","00689","Shell Offshore Inc.","DOCD",3/15/2013,"HH"
"R","5847","00689","Shell Offshore Inc.","DOCD",3/19/2013,"KD"
"N","9706","01834","Talos Petroleum LLC","EP",3/19/2013,"MA"
"R","5848","02873","Cobalt International Energy, L.P.","EP",3/19/2013,"RO"
"R","5849","00981","Anadarko Petroleum Corporation","EP",3/19/2013,"TJ"
