"PLAN_CTRL_CD","PLAN_CTRL_NUM","MMS_COMPANY_NUM","BUS_ASC_NAME","PLAN_TYPE_CODE","PLAN_RECV_DATE","PLAN_COORDINATOR"
"R","6640","02899","Talos ERT LLC","DOCD",10/19/2017,"MM"
"R","6641","00689","Shell Offshore Inc.","EP",10/20/2017,"HH"
"R","6642","00981","Anadarko Petroleum Corporation","EP",10/27/2017,"MM"
"R","6649","00003","Union Oil Company of California","EP",11/16/2017,"MG"
"R","6665","00689","Shell Offshore Inc.","DOCD",1/8/2018,"MG"
"R","6669","03059","ANKOR Energy LLC","DOCD",1/24/2018,"MM"
"S","7883","02481","BP Exploration & Production Inc.","EP",1/23/2018,"MG"
"R","6670","02375","Energy XXI GOM, LLC","DOCD",1/26/2018,"RO"
"R","6678","00689","Shell Offshore Inc.","EP",2/27/2018,"HH"
"R","6679","03026","EnVen Energy Ventures, LLC","DOCD",2/28/2018,"RO"
"N","10013","01834","Talos Petroleum LLC","EP",4/5/2018,"RA"
"R","6695","03481","Cantium, LLC","DOCD",4/5/2018,"MM"
"S","7894","00981","Anadarko Petroleum Corporation","EP",4/19/2018,"RA"
"R","6698","00078","Chevron U.S.A. Inc.","DOCD",4/19/2018,"MM"
"R","6699","03481","Cantium, LLC","DOCD",4/19/2018,"MM"
"R","6700","02058","LLOG Exploration Offshore, L.L.C.","EP",4/19/2018,"RO"
"R","6701","00981","Anadarko Petroleum Corporation","DOCD",4/19/2018,"MG"
"R","6702","03368","Whitney Oil & Gas, LLC","DOCD",4/20/2018,"MM"
"R","6703","02899","Talos ERT LLC","DOCD",4/20/2018,"RO"
"R","6704","02481","BP Exploration & Production Inc.","EP",4/20/2018,"MG"
"N","10016","03026","EnVen Energy Ventures, LLC","EP",5/3/2018,"RA"
"R","6708","00689","Shell Offshore Inc.","EP",5/3/2018,"RO"
"R","6709","02375","Energy XXI GOM, LLC","DOCD",5/4/2018,"HH"
"R","6710","00078","Chevron U.S.A. Inc.","EP",5/8/2018,"MG"
"N","10017","03310","GulfSlope Energy, Inc.","EP",5/8/2018,"HH"
"R","6711","00078","Chevron U.S.A. Inc.","DOCD",5/9/2018,"MG"
"R","6714","00689","Shell Offshore Inc.","DOCD",5/14/2018,"HH"
"R","6715","00689","Shell Offshore Inc.","DOCD",5/14/2018,"RO"
"S","7897","00078","Chevron U.S.A. Inc.","EP",5/15/2018,"RA"
"S","7899","03035","Fieldwood Energy Offshore LLC","EP",5/21/2018,"EW"
"R","6718","03035","Fieldwood Energy Offshore LLC","DOCD",5/25/2018,"HH"
"R","6723","00078","Chevron U.S.A. Inc.","DOCD",6/13/2018,"MG"
"R","6732","02795","GoMex Energy Offshore, Ltd.","DOCD",6/29/2018,"RO"
"S","7903","00078","Chevron U.S.A. Inc.","EP",6/29/2018,"EW"
"R","6744","03310","GulfSlope Energy, Inc.","EP",7/31/2018,"MG"
"R","6745","03481","Cantium, LLC","DOCD",7/31/2018,"HH"
"R","6746","00981","Anadarko Petroleum Corporation","DOCD",8/1/2018,"RO"
"R","6748","02117","Shell Gulf of Mexico Inc.","DOCD",8/7/2018,"HH"
"S","7911","00689","Shell Offshore Inc.","EP",9/17/2018,"RO"
"N","10034","00078","Chevron U.S.A. Inc.","EP",9/27/2018,"EW"
"N","10035","03026","EnVen Energy Ventures, LLC","DOCD",10/11/2018,"RA"
"R","6775","02058","LLOG Exploration Offshore, L.L.C.","EP",10/11/2018,"EW"
"S","7915","03481","Cantium, LLC","DOCD",10/15/2018,"HH"
"S","7916","02481","BP Exploration & Production Inc.","EP",10/15/2018,"RO"
"R","6777","02058","LLOG Exploration Offshore, L.L.C.","DOCD",10/25/2018,"MM"
"N","10042","03372","MPEH Storage LLC","DOCD",10/26/2018,"MG"
"R","6778","03481","Cantium, LLC","DOCD",10/29/2018,"RO"
"R","6779","00689","Shell Offshore Inc.","EP",11/2/2018,"MG"
"S","7919","00981","Anadarko Petroleum Corporation","EP",11/2/2018,"EW"
"S","7920","00730","Walter Oil & Gas Corporation","EP",11/6/2018,"HH"
"N","10045","03567","Beacon Growthco Operating Company, L.L.C.","DOCD",11/9/2018,"RO"
"N","10046","00689","Shell Offshore Inc.","EP",11/9/2018,"EW"
"S","7921","03481","Cantium, LLC","DOCD",11/13/2018,"MG"
"R","6781","00276","Exxon Mobil Corporation","DOCD",11/15/2018,"MM"
"S","7922","03295","Fieldwood Energy LLC","DOCD",11/15/2018,"MM"
"N","10047","02481","BP Exploration & Production Inc.","EP",11/16/2018,"EW"
"R","6782","02647","Murphy Exploration & Production Company - USA","EP",11/19/2018,"MG"
"N","10054","02058","LLOG Exploration Offshore, L.L.C.","EP",1/28/2019,"EW"
"S","7935","00730","Walter Oil & Gas Corporation","DOCD",1/28/2019,"RO"
"S","7936","02481","BP Exploration & Production Inc.","EP",1/28/2019,"RA"
"R","6808","02058","LLOG Exploration Offshore, L.L.C.","DOCD",1/29/2019,"MG"
"S","7937","00689","Shell Offshore Inc.","EP",1/29/2019,"HH"
"N","10055","02628","Arena Offshore, LP","DOCD",1/28/2019,"HH"
"R","6811","03209","Renaissance Offshore, LLC","DOCD",2/1/2019,"MG"
"R","6812","00981","Anadarko Petroleum Corporation","DOCD",2/1/2019,"HH"
"N","3201","00250","ORYX ENERGY COMPANY","POE",1/9/1989,"ES"
"N","3206","00048","Sabine Oil & Gas Corporation","POE",1/18/1989,"ES"
"N","3208","00078","Chevron U.S.A. Inc.","POE",1/19/1989,"ES"
"N","3308","00276","Exxon Mobil Corporation","POE",5/15/1989,"MT"
"N","3311","00003","Union Oil Company of California","POE",5/19/1989,"MT"
"N","3319","00067","Sun Oil Company","POE",5/30/1989,"AG"
"N","3321","01680","BP Exploration & Oil Inc.","POE",6/1/1989,"WW"
"N","3327","00963","FMP Operating Company, a Limited Partnership","POE",6/8/1989,"WW"
"N","3331","01089","Norcen Explorer, Inc.","POE",6/13/1989,"AG"
"N","3335","00056","ConocoPhillips Company","POE",6/15/1989,"MT"
"N","3337","01364","Newfield Exploration Company","POE",6/16/1989,"AG"
"N","3340","00056","ConocoPhillips Company","POE",6/19/1989,"AG"
"N","3345","02219","Anadarko US Offshore LLC","POE",6/22/1989,"WW"
"N","3348","01260","Harbert Energy Corporation","POE",6/22/1989,"WW"
"N","9158","00105","Apache Corporation","DOCD",3/4/2008,"EC"
"N","9159","02647","Murphy Exploration & Production Company - USA","EP",3/4/2008,"MG"
"R","4798","02605","Badger Oil Corporation","DOCD",3/4/2008,"EC"
"N","9160","02647","Murphy Exploration & Production Company - USA","EP",3/4/2008,"KD"
"N","9161","02222","PetroQuest Energy, L.L.C.","EP",3/5/2008,"KD"
"S","7192","02579","Tana Exploration Company LLC","EP",3/5/2008,"EC"
"R","4799","00724","Marathon Oil Company","EP",3/6/2008,"MG"
"S","7193","00078","Chevron U.S.A. Inc.","DOCD",3/10/2008,"MG"
"N","9162","00818","Mariner Energy, Inc.","DOCD",3/10/2008,"RS"
"R","4800","00078","Chevron U.S.A. Inc.","DOCD",3/11/2008,"RS"
"R","4801","00818","Mariner Energy, Inc.","EP",3/11/2008,"KD"
"S","7194","02312","McMoRan Oil & Gas LLC","DOCD",3/11/2008,"RS"
"N","9163","02813","Royal Production Company, Inc.","DOCD",3/11/2008,"EC"
"N","9164","02058","LLOG Exploration Offshore, L.L.C.","EP",3/11/2008,"MG"
"N","9165","02782","Eni US Operating Co. Inc.","DOCD",3/11/2008,"MG"
"R","4802","00981","Anadarko Petroleum Corporation","EP",3/12/2008,"MG"
"N","9166","01364","Newfield Exploration Company","EP",3/12/2008,"RS"
"N","9167","00981","Anadarko Petroleum Corporation","EP",3/12/2008,"KD"
"S","7195","02222","PetroQuest Energy, L.L.C.","DOCD",3/12/2008,"EC"
"S","7196","02397","Samson Offshore, LLC","EP",3/13/2008,"KD"
"N","9168","01978","Helis Oil & Gas Company, L.L.C.","DOCD",3/12/2008,"KD"
"R","4803","02481","BP Exploration & Production Inc.","EP",3/13/2008,"KD"
"R","4804","02058","LLOG Exploration Offshore, L.L.C.","EP",3/14/2008,"EC"
"R","4805","02058","LLOG Exploration Offshore, L.L.C.","EP",3/14/2008,"MT"
"R","4806","00689","Shell Offshore Inc.","DOCD",3/18/2008,"RS"
"S","7197","02222","PetroQuest Energy, L.L.C.","DOCD",3/20/2008,"MG"
"N","9169","02268","Bois d'Arc Offshore Ltd.","DOCD",3/20/2008,"EC"
"S","7198","02010","BHP Billiton Petroleum (GOM) Inc.","DOCD",3/21/2008,"RS"
"R","4807","02807","Marlin Coastal, L.L.C.","EP",3/21/2008,"MG"
"R","4808","00078","Chevron U.S.A. Inc.","DOCD",3/24/2008,"EC"
"R","4809","02237","Noble Energy, Inc.","EP",3/24/2008,"KD"
"R","4810","02268","Bois d'Arc Offshore Ltd.","EP",3/26/2008,"MG"
"N","9170","02219","Anadarko US Offshore LLC","DOCD",3/28/2008,"MG"
"R","4811","02628","Arena Offshore, LP","EP",3/31/2008,"KD"
"S","7199","02375","Energy XXI GOM, LLC","EP",3/31/2008,"MG"
"R","4812","01500","TOTAL E&P USA, INC.","DOCD",4/1/2008,"RS"
"N","9171","02058","LLOG Exploration Offshore, L.L.C.","DOCD",4/2/2008,"RS"
"N","9172","02058","LLOG Exploration Offshore, L.L.C.","EP",4/2/2008,"EC"
"N","9173","02266","EPL Oil & Gas, LLC","EP",4/2/2008,"KD"
"S","7200","00730","Walter Oil & Gas Corporation","DOCD",4/2/2008,"KD"
"S","7201","00078","Chevron U.S.A. Inc.","DOCD",4/2/2008,"EC"
"N","9174","00148","Anadarko E&P Company LP","EP",4/3/2008,"KD"
"N","9175","02266","EPL Oil & Gas, LLC","EP",4/3/2008,"MG"
"N","9176","02481","BP Exploration & Production Inc.","DOCD",4/3/2008,"RS"
"R","4813","00078","Chevron U.S.A. Inc.","EP",4/7/2008,"EC"
"N","9177","02421","Devon Energy Production Company, L.P.","EP",4/7/2008,"MG"
"S","7202","02714","Century Exploration New Orleans, LLC","EP",4/7/2008,"MG"
"S","7203","02628","Arena Offshore, LP","DOCD",4/8/2008,"RS"
"N","9178","00818","Mariner Energy, Inc.","EP",4/8/2008,"EC"
"R","4814","01284","W & T Offshore, Inc.","DOCD",4/9/2008,"KD"
"N","9179","01978","Helis Oil & Gas Company, L.L.C.","EP",4/11/2008,"KD"
"N","9180","01978","Helis Oil & Gas Company, L.L.C.","EP",4/11/2008,"MG"
"S","7204","02481","BP Exploration & Production Inc.","DOCD",4/14/2008,"KD"
"R","4815","00064","Hunt Oil Company","EP",4/16/2008,"RS"
"S","7205","02893","Hall-Houston Exploration II, L.P.","DOCD",4/16/2008,"EC"
"S","7206","02219","Anadarko US Offshore LLC","DOCD",4/16/2008,"MG"
"S","7207","00105","Apache Corporation","DOCD",4/16/2008,"RS"
"S","7208","02266","EPL Oil & Gas, LLC","EP",4/16/2008,"KD"
"N","9181","02579","Tana Exploration Company LLC","DOCD",4/16/2008,"RS"
"R","4816","02375","Energy XXI GOM, LLC","DOCD",4/16/2008,"EC"
"S","7209","01482","JX Nippon Oil Exploration (U.S.A.) Limited","DOCD",4/17/2008,"EC"
"N","9182","02375","Energy XXI GOM, LLC","DOCD",4/17/2008,"MG"
"S","7210","02628","Arena Offshore, LP","DOCD",4/17/2008,"EC"
"N","9183","02589","Merit Energy Company, LLC","DOCD",4/18/2008,"EC"
"S","7211","02702","Plains Exploration & Production Company","EP",4/21/2008,"MG"
"S","7212","00003","Union Oil Company of California","DOCD",4/22/2008,"RS"
"S","7213","02777","Peregrine Oil & Gas, LP","EP",4/22/2008,"KD"
"N","9184","02417","Arena Energy, LP","EP",4/23/2008,"KD"
"S","7214","02714","Century Exploration New Orleans, LLC","DOCD",4/23/2008,"EC"
"R","4817","02451","GOM Shelf LLC","DOCD",4/23/2008,"MG"
"S","7215","00818","Mariner Energy, Inc.","DOCD",4/24/2008,"MG"
"S","7216","00105","Apache Corporation","DOCD",4/24/2008,"RS"
"N","9185","02748","Equinor Gulf of Mexico LLC","EP",4/25/2008,"RS"
"R","4818","02481","BP Exploration & Production Inc.","DOCD",4/25/2008,"KD"
"N","9186","02647","Murphy Exploration & Production Company - USA","EP",4/25/2008,"EC"
"N","9187","02025","EP Energy E&P Company, L.P.","EP",4/25/2008,"MG"
"S","7217","00078","Chevron U.S.A. Inc.","DOCD",4/28/2008,"KD"
"R","4819","00078","Chevron U.S.A. Inc.","DOCD",4/29/2008,"EC"
"R","4820","00078","Chevron U.S.A. Inc.","DOCD",4/29/2008,"MG"
"R","4821","00078","Chevron U.S.A. Inc.","DOCD",4/29/2008,"RS"
"S","7218","02579","Tana Exploration Company LLC","DOCD",4/29/2008,"EC"
"N","9188","01963","Apex Oil & Gas, Inc.","EP",4/29/2008,"RS"
"N","9189","01364","Newfield Exploration Company","EP",4/29/2008,"MG"
"N","9190","02948","Bayou Bend Offshore, Ltd.","EP",4/30/2008,"KD"
"N","9191","01819","ATP Oil & Gas Corporation","EP",4/30/2008,"EC"
"N","9192","02058","LLOG Exploration Offshore, L.L.C.","EP",4/30/2008,"RS"
"N","9193","02813","Royal Production Company, Inc.","EP",5/1/2008,"KD"
"R","4822","02481","BP Exploration & Production Inc.","DOCD",5/1/2008,"KD"
"S","7219","02967","Peregrine Oil & Gas II, LLC","DOCD",5/2/2008,"MG"
"N","9194","02813","Royal Production Company, Inc.","EP",5/5/2008,"EC"
"N","9195","02237","Noble Energy, Inc.","EP",5/5/2008,"MG"
"S","7220","02714","Century Exploration New Orleans, LLC","EP",5/6/2008,"RS"
"N","9196","00730","Walter Oil & Gas Corporation","EP",5/7/2008,"RS"
"R","4823","00730","Walter Oil & Gas Corporation","DOCD",5/9/2008,"KD"
"N","9197","01978","Helis Oil & Gas Company, L.L.C.","EP",5/9/2008,"KD"
"N","9198","02777","Peregrine Oil & Gas, LP","DOCD",5/9/2008,"EC"
"N","9199","02769","Leed Petroleum LLC","EP",5/12/2008,"MG"
"N","9200","00818","Mariner Energy, Inc.","DOCD",5/13/2008,"KD"
"R","4824","00078","Chevron U.S.A. Inc.","DOCD",5/14/2008,"EC"
"S","7221","00730","Walter Oil & Gas Corporation","EP",5/14/2008,"KD"
"N","9201","02268","Bois d'Arc Offshore Ltd.","EP",5/15/2008,"EC"
"N","9202","03028","Trifecta Operating, LLC","EP",5/15/2008,"MG"
"R","4825","00276","Exxon Mobil Corporation","EP",5/15/2008,"MG"
"S","7222","00078","Chevron U.S.A. Inc.","EP",5/16/2008,"MG"
"N","9203","02579","Tana Exploration Company LLC","EP",5/16/2008,"KD"
"N","9204","00818","Mariner Energy, Inc.","DOCD",5/20/2008,"MG"
"N","9205","02375","Energy XXI GOM, LLC","DOCD",5/21/2008,"KD"
"N","9206","01364","Newfield Exploration Company","EP",5/21/2008,"MG"
"S","7223","02268","Bois d'Arc Offshore Ltd.","EP",5/21/2008,"KD"
"R","4826","02782","Eni US Operating Co. Inc.","DOCD",5/22/2008,"EC"
"S","7224","00105","Apache Corporation","DOCD",5/27/2008,"EC"
"N","9207","02058","LLOG Exploration Offshore, L.L.C.","EP",5/27/2008,"EC"
"S","7225","02894","Bandon Oil and Gas, LP","DOCD",5/27/2008,"MG"
"R","4827","00689","Shell Offshore Inc.","DOCD",5/27/2008,"MG"
"R","4828","00078","Chevron U.S.A. Inc.","DOCD",5/27/2008,"KD"
"R","4829","00078","Chevron U.S.A. Inc.","DOCD",5/27/2008,"EC"
"N","9208","00105","Apache Corporation","EP",5/28/2008,"KD"
"R","5681","02058","LLOG Exploration Offshore, L.L.C.","DOCD",9/10/2012,"KD"
"R","5682","02647","Murphy Exploration & Production Company - USA","EP",9/10/2012,"UN"
"R","5683","00003","Union Oil Company of California","EP",9/10/2012,"MA"
"S","7586","01834","Talos Petroleum LLC","DOCD",9/11/2012,"HH"
"N","9665","02058","LLOG Exploration Offshore, L.L.C.","EP",9/12/2012,"HH"
"N","9666","02748","Equinor Gulf of Mexico LLC","EP",9/12/2012,"KD"
"R","5684","00078","Chevron U.S.A. Inc.","DOCD",9/12/2012,"RO"
"R","5685","00689","Shell Offshore Inc.","EP",9/18/2012,"TD"
"N","9667","00078","Chevron U.S.A. Inc.","EP",9/18/2012,"MG"
"R","5686","00689","Shell Offshore Inc.","DOCD",9/19/2012,"MG"
"S","7587","00981","Anadarko Petroleum Corporation","EP",9/19/2012,"MG"
"R","5687","00078","Chevron U.S.A. Inc.","DOCD",9/20/2012,"UN"
"S","7588","00059","Hess Corporation","DOCD",9/19/2012,"MG"
"R","5688","00105","Apache Corporation","DOCD",9/24/2012,"TD"
"R","5689","00105","Apache Corporation","DOCD",9/24/2012,"MA"
"R","5690","00078","Chevron U.S.A. Inc.","DOCD",9/27/2012,"RO"
"R","5691","02375","Energy XXI GOM, LLC","EP",9/28/2012,"HH"
"R","5692","00105","Apache Corporation","DOCD",9/28/2012,"TD"
"R","5693","00105","Apache Corporation","DOCD",9/28/2012,"MA"
"R","5694","00105","Apache Corporation","DOCD",9/28/2012,"RO"
"R","5695","02528","Equinor USA E&P Inc.","EP",9/29/2012,"MG"
"R","5696","02237","Noble Energy, Inc.","EP",9/27/2012,"MG"
"R","5697","00078","Chevron U.S.A. Inc.","DOCD",10/2/2012,"MG"
"S","7589","00981","Anadarko Petroleum Corporation","EP",10/3/2012,"UN"
"R","5698","00105","Apache Corporation","DOCD",10/3/2012,"KD"
"R","5699","00105","Apache Corporation","DOCD",10/3/2012,"UN"
"R","5700","00105","Apache Corporation","DOCD",10/3/2012,"TD"
"R","5701","02375","Energy XXI GOM, LLC","DOCD",10/9/2012,"RO"
"N","9668","02266","EPL Oil & Gas, LLC","EP",10/10/2012,"UN"
"R","5702","00078","Chevron U.S.A. Inc.","DOCD",10/10/2012,"MA"
"S","7590","02647","Murphy Exploration & Production Company - USA","EP",10/11/2012,"KD"
"R","5703","03148","W & T Energy VI, LLC","DOCD",10/11/2012,"UN"
"R","5704","02237","Noble Energy, Inc.","EP",10/12/2012,"TD"
"R","5705","00105","Apache Corporation","DOCD",10/12/2012,"RO"
"R","5706","00105","Apache Corporation","DOCD",10/12/2012,"MA"
"R","5707","03059","ANKOR Energy LLC","DOCD",10/12/2012,"HH"
"R","5708","02851","Apache Shelf, Inc.","DOCD",10/12/2012,"MG"
"S","7591","01284","W & T Offshore, Inc.","DOCD",10/17/2012,"MG"
"R","5709","02628","Arena Offshore, LP","DOCD",10/17/2012,"TD"
"R","5710","02266","EPL Oil & Gas, LLC","DOCD",10/8/2012,"UN"
"R","5711","00689","Shell Offshore Inc.","EP",10/19/2012,"KD"
"R","5712","02851","Apache Shelf, Inc.","DOCD",10/19/2012,"UN"
"R","5713","00981","Anadarko Petroleum Corporation","DOCD",10/22/2012,"RO"
"R","5714","00276","Exxon Mobil Corporation","DOCD",10/22/2012,"MA"
"R","5715","02375","Energy XXI GOM, LLC","DOCD",10/23/2012,"TD"
"S","7592","02795","GoMex Energy Offshore, Ltd.","DOCD",10/24/2012,"KD"
"R","5716","00078","Chevron U.S.A. Inc.","DOCD",10/29/2012,"MG"
"R","5717","00105","Apache Corporation","DOCD",10/29/2012,"UN"
"R","5718","00105","Apache Corporation","DOCD",10/29/2012,"RO"
"R","5719","00105","Apache Corporation","DOCD",10/29/2012,"MA"
"N","9669","02748","Equinor Gulf of Mexico LLC","EP",10/31/2012,"TD"
"R","5720","02628","Arena Offshore, LP","DOCD",10/31/2012,"TD"
"R","5721","02375","Energy XXI GOM, LLC","DOCD",10/31/2012,"UN"
"R","5722","00105","Apache Corporation","DOCD",10/31/2012,"RO"
"R","5723","00105","Apache Corporation","DOCD",10/31/2012,"MA"
"R","5724","00059","Hess Corporation","EP",11/2/2012,"TD"
"R","5725","02451","GOM Shelf LLC","DOCD",11/2/2012,"HH"
"R","5726","00981","Anadarko Petroleum Corporation","EP",11/2/2012,"UN"
"R","5727","03026","EnVen Energy Ventures, LLC","DOCD",11/2/2012,"RO"
"R","5728","00059","Hess Corporation","EP",11/5/2012,"MA"
"N","9670","00689","Shell Offshore Inc.","EP",11/5/2012,"RO"
"R","5729","00689","Shell Offshore Inc.","DOCD",11/5/2012,"MG"
"S","7593","00981","Anadarko Petroleum Corporation","EP",11/6/2012,"MG"
"R","5730","03033","Black Elk Energy Offshore Operations, LLC","DOCD",11/7/2012,"MG"
"R","5731","00276","Exxon Mobil Corporation","EP",11/7/2012,"TD"
"R","5732","02375","Energy XXI GOM, LLC","DOCD",11/7/2012,"UN"
"R","5733","02237","Noble Energy, Inc.","EP",11/8/2012,"MG"
"R","5734","02851","Apache Shelf, Inc.","DOCD",11/8/2012,"RO"
"R","5735","00105","Apache Corporation","DOCD",11/8/2012,"MA"
"R","5736","00105","Apache Corporation","DOCD",11/8/2012,"TD"
"S","7594","01834","Talos Petroleum LLC","DOCD",11/13/2012,"TD"
"R","5737","00689","Shell Offshore Inc.","EP",11/13/2012,"RO"
"R","5738","02058","LLOG Exploration Offshore, L.L.C.","EP",11/13/2012,"MA"
"R","5739","00981","Anadarko Petroleum Corporation","EP",11/14/2012,"UN"
"R","5740","00981","Anadarko Petroleum Corporation","EP",11/14/2012,"TD"
"R","5741","00687","CNOOC Petroleum U.S.A. Inc.","DOCD",11/15/2012,"MG"
"R","5742","00105","Apache Corporation","DOCD",11/15/2012,"RO"
"R","5743","00105","Apache Corporation","DOCD",11/15/2012,"MA"
"R","5744","02266","EPL Oil & Gas, LLC","DOCD",11/16/2012,"MG"
"R","5745","00105","Apache Corporation","DOCD",11/19/2012,"MA"
"R","5746","00689","Shell Offshore Inc.","DOCD",11/20/2012,"MG"
"R","5747","00105","Apache Corporation","DOCD",11/21/2012,"UN"
"R","5748","02451","GOM Shelf LLC","DOCD",11/21/2012,"TD"
"R","5749","00105","Apache Corporation","DOCD",11/21/2012,"RO"
"R","5750","00105","Apache Corporation","DOCD",11/21/2012,"MA"
"R","5751","02266","EPL Oil & Gas, LLC","DOCD",11/26/2012,"MG"
"R","5752","00105","Apache Corporation","DOCD",11/27/2012,"UN"
"R","5753","00105","Apache Corporation","DOCD",11/27/2012,"TD"
"R","5754","00981","Anadarko Petroleum Corporation","EP",11/29/2012,"RO"
"R","5755","00059","Hess Corporation","EP",11/29/2012,"MA"
"R","5756","02375","Energy XXI GOM, LLC","EP",11/29/2012,"KD"
"R","5757","02375","Energy XXI GOM, LLC","DOCD",12/3/2012,"HH"
"R","5758","00105","Apache Corporation","DOCD",12/4/2012,"MG"
"N","9671","02579","Tana Exploration Company LLC","EP",12/4/2012,"MA"
"N","9672","02266","EPL Oil & Gas, LLC","DOCD",12/4/2012,"HH"
"R","5759","02481","BP Exploration & Production Inc.","DOCD",12/5/2012,"UN"
"N","9673","02477","Tarpon Operating & Development, L.L.C.","EP",12/5/2012,"KD"
"N","9674","01207","Petrobras America Inc.","EP",12/6/2012,"MA"
"R","5760","02375","Energy XXI GOM, LLC","DOCD",12/7/2012,"TD"
"R","5761","00105","Apache Corporation","DOCD",12/10/2012,"RO"
"R","5762","02451","GOM Shelf LLC","DOCD",12/10/2012,"MA"
"R","5763","02851","Apache Shelf, Inc.","DOCD",12/10/2012,"KD"
"N","9675","03207","Hall-Houston Exploration IV, L.P.","EP",12/11/2012,"MG"
"R","5764","02237","Noble Energy, Inc.","EP",12/4/2012,"UN"
"R","5765","03201","Talos Gulf Coast Offshore LLC","EP",12/12/2012,"TJ"
"R","5766","00730","Walter Oil & Gas Corporation","EP",12/12/2012,"RO"
"R","5767","00105","Apache Corporation","DOCD",12/12/2012,"MA"
"R","5768","00105","Apache Corporation","DOCD",12/12/2012,"UN"
"N","9676","02010","BHP Billiton Petroleum (GOM) Inc.","EP",12/12/2012,"MG"
"N","9677","02970","Castex Offshore, Inc.","DOCD",12/13/2012,"UN"
"S","7595","00105","Apache Corporation","DOCD",12/13/2012,"RO"
"R","5769","00078","Chevron U.S.A. Inc.","DOCD",12/13/2012,"TJ"
"R","5770","00105","Apache Corporation","DOCD",12/13/2012,"RO"
"R","5771","02481","BP Exploration & Production Inc.","DOCD",12/10/2012,"MG"
"R","5772","00689","Shell Offshore Inc.","EP",12/16/2012,"MA"
"R","5773","00730","Walter Oil & Gas Corporation","EP",12/16/2012,"UN"
"R","5774","02058","LLOG Exploration Offshore, L.L.C.","EP",12/17/2012,"TJ"
"S","7596","03059","ANKOR Energy LLC","DOCD",12/17/2012,"MG"
"R","5775","03041","Hilcorp Energy GOM, LLC","DOCD",12/18/2012,"RO"
"N","9678","03165","Apache Deepwater LLC","EP",12/18/2012,"TJ"
"S","7597","02871","Rooster Petroleum, LLC","DOCD",12/18/2012,"MA"
"N","9679","02010","BHP Billiton Petroleum (GOM) Inc.","EP",12/20/2012,"MG"
"R","5776","00105","Apache Corporation","DOCD",12/20/2012,"MA"
"N","3351","00282","Dominion Exploration & Production, Inc.","POE",6/27/1989,"WW"
"N","3355","02025","EP Energy E&P Company, L.P.","POE",6/30/1989,"AG"
"N","3360","01732","Cockrell Oil and Gas, L.P.","POE",7/12/1989,"WW"
"N","3364","00846","Hall-Houston Oil Company","POE",7/14/1989,"AG"
"N","3367","00689","Shell Offshore Inc.","POE",7/24/1989,"AG"
"N","3371","00232","Odeco Oil & Gas Company","POE",7/26/1989,"MT"
"N","3374","00048","Sabine Oil & Gas Corporation","POE",7/28/1989,"MT"
"N","3376","00083","The Louisiana Land and Exploration Company","POE",7/31/1989,"AG"
"N","3968","00059","Hess Corporation","POE",1/7/1991,"MT"
"N","4043","00185","Samedan Oil Corporation","POE",4/9/1991,"AG"
"N","4046","01103","EOG Resources, Inc.","POE",4/12/1991,"DT"
"N","4052","00105","Apache Corporation","POE",4/15/1991,"MT"
"N","4056","00730","Walter Oil & Gas Corporation","POE",4/18/1991,"MT"
"N","4060","02219","Anadarko US Offshore LLC","POE",4/25/1991,"MT"
"N","4065","00162","Eni Petroleum Co. Inc.","POE",5/3/1991,"WW"
"N","4072","00105","Apache Corporation","POE",5/8/1991,"MT"
"N","4074","00730","Walter Oil & Gas Corporation","POE",5/10/1991,"DT"
"N","4079","00282","Dominion Exploration & Production, Inc.","POE",5/15/1991,"AG"
"N","4084","00078","Chevron U.S.A. Inc.","POE",5/20/1991,"MT"
"N","4087","00677","Howell Petroleum Corporation","POE",5/23/1991,"AG"
"N","4090","00083","The Louisiana Land and Exploration Company","POE",5/31/1991,"DT"
"N","4096","01680","BP Exploration & Oil Inc.","POE",6/11/1991,"MT"
"N","4100","00846","Hall-Houston Oil Company","POE",6/19/1991,"MT"
"N","4107","01364","Newfield Exploration Company","POE",6/28/1991,"MT"
"N","4109","00846","Hall-Houston Oil Company","POE",7/10/1991,"AG"
"N","4113","00232","Odeco Oil & Gas Company","POE",7/11/1991,"MT"
"N","4116","00846","Hall-Houston Oil Company","POE",7/16/1991,"MT"
"N","4119","00282","Dominion Exploration & Production, Inc.","POE",7/18/1991,"MT"
"N","4123","01680","BP Exploration & Oil Inc.","POE",7/29/1991,"DT"
"N","4130","00056","ConocoPhillips Company","POE",8/6/1991,"AG"
"N","4133","01046","The Houston Exploration Company","POE",8/12/1991,"AG"
"N","4135","01956","Seagull Energy E&P Inc.","POE",8/13/1991,"DT"
"N","4140","01550","Unocal Exploration Corporation","POE",8/16/1991,"MT"
"N","4144","01956","Seagull Energy E&P Inc.","POE",9/3/1991,"DT"
"N","4148","01601","Gulfstar Energy, Inc.","POE",9/10/1991,"AG"
"N","4150","00250","ORYX ENERGY COMPANY","POE",9/13/1991,"DT"
"N","4155","01601","Gulfstar Energy, Inc.","POE",9/17/1991,"MT"
"N","4220","00282","Dominion Exploration & Production, Inc.","POE",1/13/1992,"DT"
"N","4223","00967","Atlantic Richfield Company","POE",1/15/1992,"GN"
"N","4227","01956","Seagull Energy E&P Inc.","POE",1/23/1992,"GN"
